location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.08990103032672817,0.44458896243518525,0.1760874831122094,,,,,167,ethiopia
ethiopia,15_to_19,0.0833969745386232,0.42656718852066716,0.16931273858339002,,,,,167,ethiopia
ethiopia,20_to_24,0.10098181008080388,0.47544236332208056,0.19149946693685121,,,,,167,ethiopia
ethiopia,25_to_29,0.11262276058466411,0.5036075583645445,0.20778145121942085,,,,,167,ethiopia
ethiopia,30_to_34,0.11674620728776547,0.5133771500132425,0.21189861998026757,,,,,167,ethiopia
ethiopia,35_to_39,0.10133629563702898,0.47700163847391314,0.19070829125582012,,,,,167,ethiopia
ethiopia,40_to_44,0.0924929782868086,0.45321250012088354,0.17946885930217282,,,,,167,ethiopia
ethiopia,45_to_49,0.08752410539355547,0.43920850168615927,0.1758357332775774,,,,,167,ethiopia
ethiopia,50_to_54,0.07374956850663825,0.40107731715759964,0.1538849115098986,,,,,167,ethiopia
ethiopia,N/A,,,,0.16646656451247283,0.15627000380112974,0.15977593738192794,0.15733218425791756,167,ethiopia
