location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.33590766470577554,0.5281301792628624,0.20047324795396645,,,,,35,ethiopia
ethiopia,15_to_19,0.28195492572927594,0.4892363238932471,0.18975843931812328,,,,,35,ethiopia
ethiopia,20_to_24,0.3150218707747334,0.5200798817784859,0.20550446733573136,,,,,35,ethiopia
ethiopia,25_to_29,0.32842050052073263,0.5334565719957001,0.21353999404159554,,,,,35,ethiopia
ethiopia,30_to_34,0.34042292918758055,0.5439339823553745,0.21915221085933242,,,,,35,ethiopia
ethiopia,35_to_39,0.317190382383641,0.5216708749219024,0.205987972065506,,,,,35,ethiopia
ethiopia,40_to_44,0.31464131830993963,0.5170024549696848,0.2022505988977071,,,,,35,ethiopia
ethiopia,45_to_49,0.30159956304679686,0.5043221823241018,0.19671884431495593,,,,,35,ethiopia
ethiopia,50_to_54,0.3283816863555588,0.524393305824269,0.19768035240491913,,,,,35,ethiopia
ethiopia,N/A,,,,0.02043309561674016,0.015108724106961163,0.009849561328840592,0.016298273810510192,35,ethiopia
