location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.26879386816483414,0.34027232299544213,0.12007635138154496,,,,,127,ethiopia
ethiopia,15_to_19,0.26277568591885153,0.34128191454148316,0.12285545711638066,,,,,127,ethiopia
ethiopia,20_to_24,0.3063562780312003,0.3771389395687467,0.13702999234323962,,,,,127,ethiopia
ethiopia,25_to_29,0.31972278415799893,0.39150140768562014,0.14456392105096458,,,,,127,ethiopia
ethiopia,30_to_34,0.32848046579542917,0.3977748097128059,0.14679298737003393,,,,,127,ethiopia
ethiopia,35_to_39,0.29471628676109096,0.3686950883721494,0.1341039900220521,,,,,127,ethiopia
ethiopia,40_to_44,0.27996008158918056,0.35906730903162054,0.13085395045293408,,,,,127,ethiopia
ethiopia,45_to_49,0.2717488667743896,0.3537539202125899,0.13006975108459262,,,,,127,ethiopia
ethiopia,50_to_54,0.2462802511201468,0.324758948772723,0.11307375298406466,,,,,127,ethiopia
ethiopia,N/A,,,,0.12993739077354483,0.11932504226435821,0.13047006546233722,0.12090507822331269,127,ethiopia
