location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.10286405879710421,0.09344265732044982,0.10287758676943899,0.09344866696286705,127,ethiopia
