location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.10916171589266865,0.10323801872284175,0.1042301468272117,0.10132634457697198,118,ethiopia
