location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.28133988086167544,0.27778252861506036,0.0797503556253597,,,,,115,ethiopia
ethiopia,15_to_19,0.2276723885378364,0.2391172232446679,0.06830017021940862,,,,,115,ethiopia
ethiopia,20_to_24,0.2644628626695902,0.26603504834395275,0.07661430698663926,,,,,115,ethiopia
ethiopia,25_to_29,0.2805560212080565,0.2792116146156983,0.08106080546713562,,,,,115,ethiopia
ethiopia,30_to_34,0.2937899189123048,0.28813131451272395,0.0839073132799383,,,,,115,ethiopia
ethiopia,35_to_39,0.26362459865564253,0.2722639844658439,0.08019755075309327,,,,,115,ethiopia
ethiopia,40_to_44,0.2502731031804675,0.2646925355979934,0.0782980069018174,,,,,115,ethiopia
ethiopia,45_to_49,0.24217741486372477,0.2595479253600737,0.07679733537841091,,,,,115,ethiopia
ethiopia,50_to_54,0.2941514004724752,0.2848097717302704,0.08363082408157144,,,,,115,ethiopia
ethiopia,N/A,,,,0.14120208910866497,0.13095434893776153,0.1347177317461495,0.13972040544637473,115,ethiopia
