location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.1835206188690556,0.323800000594922,0.10005578568293363,,,,,197,ethiopia
ethiopia,15_to_19,0.16928917091963702,0.2963103218198908,0.08702747952686496,,,,,197,ethiopia
ethiopia,20_to_24,0.18919543114169995,0.3188895361535922,0.094662282712203,,,,,197,ethiopia
ethiopia,25_to_29,0.20054880584761037,0.3322000802181663,0.09968628300870495,,,,,197,ethiopia
ethiopia,30_to_34,0.20370942021010566,0.3368536884254283,0.10176231195996531,,,,,197,ethiopia
ethiopia,35_to_39,0.18175524077288735,0.3222373358466081,0.09971558525958792,,,,,197,ethiopia
ethiopia,40_to_44,0.186913620295835,0.3282320593762026,0.10238484781713017,,,,,197,ethiopia
ethiopia,45_to_49,0.18203498257925999,0.321085710187693,0.0993032837126107,,,,,197,ethiopia
ethiopia,50_to_54,0.1869049015186351,0.3211862136561318,0.09884560167147219,,,,,197,ethiopia
ethiopia,N/A,,,,0.28561712617530793,0.267998194864015,0.29041892606868486,0.2811085904879141,197,ethiopia
