location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.2852634818358846,0.3932086253394452,0.13602835194669852,,,,,60,ethiopia
ethiopia,15_to_19,0.25717589356367887,0.3574702498461089,0.11752168553490204,,,,,60,ethiopia
ethiopia,20_to_24,0.285627377765065,0.3861289098808001,0.12983937020645583,,,,,60,ethiopia
ethiopia,25_to_29,0.3017165935326469,0.40027303301349293,0.13600353673855217,,,,,60,ethiopia
ethiopia,30_to_34,0.30687767893220014,0.40672595305840675,0.1394408267251441,,,,,60,ethiopia
ethiopia,35_to_39,0.28178473629712547,0.39276671662507406,0.136893029276572,,,,,60,ethiopia
ethiopia,40_to_44,0.2844403682620352,0.39410430813687664,0.13703742971235228,,,,,60,ethiopia
ethiopia,45_to_49,0.26812493344431865,0.37962644620368424,0.1313723664485641,,,,,60,ethiopia
ethiopia,50_to_54,0.2623959468076693,0.3598875974398947,0.11626788433058498,,,,,60,ethiopia
ethiopia,N/A,,,,0.07476686031094848,0.06056823474315158,0.0654462693159732,0.06065685015110115,60,ethiopia
