location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.169217002173515,0.16162405338582525,0.1639400056265935,0.1635078311391166,170,ethiopia
