location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.16646656451247283,0.15627000380112974,0.15977593738192794,0.15733218425791756,167,ethiopia
