location,age_group,maternal_hemorrhage_paf,maternal_sepsis_and_other_maternal_infections_paf,depressive_disorders_paf,draw,location_run
ethiopia,10_to_14,0.041138012362447005,0.3363018894284097,0.12692984983485528,28,ethiopia
ethiopia,15_to_19,0.024802270121303777,0.2438948725630199,0.07925572463298962,28,ethiopia
ethiopia,20_to_24,0.03077019985704126,0.27925279286724297,0.09334339329727435,28,ethiopia
ethiopia,25_to_29,0.03418795564346106,0.2983196255254277,0.10153225458307552,28,ethiopia
ethiopia,30_to_34,0.03452340557987357,0.29993350566621646,0.10275999633771093,28,ethiopia
ethiopia,35_to_39,0.03637283925160352,0.31037831207317523,0.11136776911301205,28,ethiopia
ethiopia,40_to_44,0.03397867527910658,0.2973759709112304,0.1061481387917119,28,ethiopia
ethiopia,45_to_49,0.030639916794314916,0.27786434221684464,0.09743195462332145,28,ethiopia
ethiopia,50_to_54,0.03506473251614586,0.30418963010381594,0.11197119178192966,28,ethiopia
