location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.06282031502079552,0.051532917985057984,0.06625298205191545,0.0608732400181224,71,ethiopia
