location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.2519654657451916,0.4953113335877095,0.21191267993678758,,,,,71,ethiopia
ethiopia,15_to_19,0.16620594990746584,0.35904270166904784,0.1248955607472006,,,,,71,ethiopia
ethiopia,20_to_24,0.1961410963507712,0.40019785983725026,0.14333366182381974,,,,,71,ethiopia
ethiopia,25_to_29,0.20973856250074785,0.4177878856117931,0.1518282845166694,,,,,71,ethiopia
ethiopia,30_to_34,0.2133024159260312,0.4237980091850463,0.1560266292998599,,,,,71,ethiopia
ethiopia,35_to_39,0.20918529952929932,0.43488616821947645,0.1734431730609371,,,,,71,ethiopia
ethiopia,40_to_44,0.21100665513637715,0.4385397666175822,0.17646061976663321,,,,,71,ethiopia
ethiopia,45_to_49,0.20085679408795337,0.4221497812534433,0.1656136455513355,,,,,71,ethiopia
ethiopia,50_to_54,0.21830493000093765,0.45218059349786044,0.18864252489776903,,,,,71,ethiopia
ethiopia,N/A,,,,0.08457031923792346,0.07329213192575133,0.088774912700197,0.08323906119223326,71,ethiopia
