location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.11167612778067974,0.10211082940180566,0.104859870782744,0.11035609603809045,115,ethiopia
