location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,0.07710689487532861,0.0723230792702353,0.07177699929525927,0.07041889703945896,94,ethiopia
