location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
ethiopia,10_to_14,0.32176277708446743,0.4501357449560516,0.18806247800706063,,,,,244,ethiopia
ethiopia,15_to_19,0.351715149407305,0.44844890886116706,0.17093225331581427,,,,,244,ethiopia
ethiopia,20_to_24,0.4132821263394215,0.49867466191317683,0.1960351782343956,,,,,244,ethiopia
ethiopia,25_to_29,0.4313749020714746,0.5141959080339165,0.20525020804573232,,,,,244,ethiopia
ethiopia,30_to_34,0.4379386245323366,0.5207522016585839,0.20927791075454344,,,,,244,ethiopia
ethiopia,35_to_39,0.38208715037802415,0.48784112057652435,0.1978696200349542,,,,,244,ethiopia
ethiopia,40_to_44,0.3611417959774071,0.472872194170898,0.19218292291950467,,,,,244,ethiopia
ethiopia,45_to_49,0.3646095460214902,0.4739759523228041,0.19258683517506298,,,,,244,ethiopia
ethiopia,50_to_54,0.29170707302456095,0.4200325590356812,0.16899374104333317,,,,,244,ethiopia
ethiopia,N/A,,,,0.40152974230851735,0.3819010173668929,0.39945748386174096,0.3929634909322565,244,ethiopia
