location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_244,40.0,-0.8564293257419393,gestational_age
ethiopia,Male,draw_244,40.11011,-0.8550007982468183,gestational_age
ethiopia,Male,draw_244,40.22022,-0.8535743829648408,gestational_age
ethiopia,Male,draw_244,40.33033,-0.8521482790884602,gestational_age
ethiopia,Male,draw_244,40.44044,-0.8507196419062796,gestational_age
ethiopia,Male,draw_244,40.55055,-0.8492941746253262,gestational_age
ethiopia,Male,draw_244,40.66066,-0.8478689899254375,gestational_age
ethiopia,Male,draw_244,40.77077,-0.8464452638763679,gestational_age
ethiopia,Male,draw_244,40.88088,-0.8450199587447585,gestational_age
ethiopia,Male,draw_244,40.99099,-0.8435949655054178,gestational_age
ethiopia,Male,draw_244,41.1011,-0.8421717960736743,gestational_age
ethiopia,Male,draw_244,41.21121,-0.8407500306673058,gestational_age
ethiopia,Male,draw_244,41.32132,-0.8393263132447161,gestational_age
ethiopia,Male,draw_244,41.43143,-0.837906588672596,gestational_age
ethiopia,Male,draw_244,41.54154,-0.8364825130203846,gestational_age
ethiopia,Male,draw_244,41.65165,-0.8350639995565785,gestational_age
ethiopia,Male,draw_244,41.76176,-0.8336446360541269,gestational_age
ethiopia,Male,draw_244,41.87187,-0.8322239587064637,gestational_age
ethiopia,Male,draw_244,41.98198,-0.8308042139481675,gestational_age
ethiopia,Male,draw_244,42.09209,-0.8293844295336773,gestational_age
ethiopia,Male,draw_244,42.2022,-0.8279676526518329,gestational_age
ethiopia,Male,draw_244,42.31231,-0.8265509599997578,gestational_age
ethiopia,Male,draw_244,42.42242,-0.8251316853247388,gestational_age
ethiopia,Male,draw_244,42.53253,-0.8237187381860607,gestational_age
ethiopia,Male,draw_244,42.64264,-0.8223019037098571,gestational_age
ethiopia,Male,draw_244,42.75275,-0.8208851977124819,gestational_age
ethiopia,Male,draw_244,42.86286,-0.8194706852119977,gestational_age
ethiopia,Male,draw_244,42.97297,-0.8180568501430556,gestational_age
ethiopia,Male,draw_244,43.08308,-0.8166421376596075,gestational_age
ethiopia,Male,draw_244,43.19319,-0.8152297664956039,gestational_age
ethiopia,Male,draw_244,43.3033,-0.8138172210488677,gestational_age
ethiopia,Male,draw_244,43.41341,-0.8124036807752455,gestational_age
ethiopia,Male,draw_244,43.52352,-0.8109917241024086,gestational_age
ethiopia,Male,draw_244,43.63363,-0.8095809764170965,gestational_age
ethiopia,Male,draw_244,43.74374,-0.8081721177733905,gestational_age
ethiopia,Male,draw_244,43.85385,-0.8067615745640413,gestational_age
ethiopia,Male,draw_244,43.96396,-0.8053532759179588,gestational_age
ethiopia,Male,draw_244,44.07407,-0.8039438944951172,gestational_age
ethiopia,Male,draw_244,44.18418,-0.8025347882362832,gestational_age
ethiopia,Male,draw_244,44.29429,-0.8011238158133644,gestational_age
ethiopia,Male,draw_244,44.4044,-0.7997165584732647,gestational_age
ethiopia,Male,draw_244,44.51451,-0.798313924106648,gestational_age
ethiopia,Male,draw_244,44.62462,-0.7969072756883759,gestational_age
ethiopia,Male,draw_244,44.73473,-0.7954999362933924,gestational_age
ethiopia,Male,draw_244,44.84484,-0.7940965823394976,gestational_age
ethiopia,Male,draw_244,44.95495,-0.7926913858573502,gestational_age
ethiopia,Male,draw_244,45.06507,-0.7912854055813642,gestational_age
ethiopia,Male,draw_244,45.17518,-0.7898835965607178,gestational_age
ethiopia,Male,draw_244,45.28529,-0.7884816060859953,gestational_age
ethiopia,Male,draw_244,45.3954,-0.7870788460777668,gestational_age
ethiopia,Male,draw_244,45.50551,-0.7856775902235529,gestational_age
ethiopia,Male,draw_244,45.61562,-0.784274170137698,gestational_age
ethiopia,Male,draw_244,45.72573,-0.7828749199065026,gestational_age
ethiopia,Male,draw_244,45.83584,-0.7814726139155528,gestational_age
ethiopia,Male,draw_244,45.94595,-0.7800713143856081,gestational_age
ethiopia,Male,draw_244,46.05606,-0.7786733606045634,gestational_age
ethiopia,Male,draw_244,46.16617,-0.7772756540663457,gestational_age
ethiopia,Male,draw_244,46.27628,-0.7758783643744857,gestational_age
ethiopia,Male,draw_244,46.38639,-0.7744789894518052,gestational_age
ethiopia,Male,draw_244,46.4965,-0.7730828077821235,gestational_age
ethiopia,Male,draw_244,46.60661,-0.7716853398774765,gestational_age
ethiopia,Male,draw_244,46.71672,-0.770291575036655,gestational_age
ethiopia,Male,draw_244,46.82683,-0.768892936856038,gestational_age
ethiopia,Male,draw_244,46.93694,-0.767499911826274,gestational_age
ethiopia,Male,draw_244,47.04705,-0.7661070007165283,gestational_age
ethiopia,Male,draw_244,47.15716,-0.7647116279829546,gestational_age
ethiopia,Male,draw_244,47.26727,-0.7633178959088583,gestational_age
ethiopia,Male,draw_244,47.37738,-0.7619276693948293,gestational_age
ethiopia,Male,draw_244,47.48749,-0.7605354428361485,gestational_age
ethiopia,Male,draw_244,47.5976,-0.7591422573036306,gestational_age
ethiopia,Male,draw_244,47.70771,-0.7577531064455608,gestational_age
ethiopia,Male,draw_244,47.81782,-0.7563611572336765,gestational_age
ethiopia,Male,draw_244,47.92793,-0.7549712857834118,gestational_age
ethiopia,Male,draw_244,48.03804,-0.7535806091079728,gestational_age
ethiopia,Male,draw_244,48.14815,-0.7521947494729548,gestational_age
ethiopia,Male,draw_244,48.25826,-0.7508036663336096,gestational_age
ethiopia,Male,draw_244,48.36837,-0.7494159994316799,gestational_age
