location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_109,40.0,-0.6779663604563247,gestational_age
ethiopia,Male,draw_109,40.11011,-0.6768932486030995,gestational_age
ethiopia,Male,draw_109,40.22022,-0.6758198842796896,gestational_age
ethiopia,Male,draw_109,40.33033,-0.6747467492738465,gestational_age
ethiopia,Male,draw_109,40.44044,-0.6736738449533664,gestational_age
ethiopia,Male,draw_109,40.55055,-0.6726012118818134,gestational_age
ethiopia,Male,draw_109,40.66066,-0.6715288251948266,gestational_age
ethiopia,Male,draw_109,40.77077,-0.6704566706817174,gestational_age
ethiopia,Male,draw_109,40.88088,-0.669389887224082,gestational_age
ethiopia,Male,draw_109,40.99099,-0.6683188522213374,gestational_age
ethiopia,Male,draw_109,41.1011,-0.6672479973206303,gestational_age
ethiopia,Male,draw_109,41.21121,-0.6661774263370754,gestational_age
ethiopia,Male,draw_109,41.32132,-0.665103465923768,gestational_age
ethiopia,Male,draw_109,41.43143,-0.6640340935347464,gestational_age
ethiopia,Male,draw_109,41.54154,-0.662965062159032,gestational_age
ethiopia,Male,draw_109,41.65165,-0.6618963612140812,gestational_age
ethiopia,Male,draw_109,41.76176,-0.6608279791327424,gestational_age
ethiopia,Male,draw_109,41.87187,-0.6597565602668105,gestational_age
ethiopia,Male,draw_109,41.98198,-0.6586886619129626,gestational_age
ethiopia,Male,draw_109,42.09209,-0.657618509795018,gestational_age
ethiopia,Male,draw_109,42.2022,-0.6565516485021541,gestational_age
ethiopia,Male,draw_109,42.31231,-0.6554849289643471,gestational_age
ethiopia,Male,draw_109,42.42242,-0.654417192539835,gestational_age
ethiopia,Male,draw_109,42.53253,-0.6533487261983442,gestational_age
ethiopia,Male,draw_109,42.64264,-0.6522827033196877,gestational_age
ethiopia,Male,draw_109,42.75275,-0.6512141645940106,gestational_age
ethiopia,Male,draw_109,42.86286,-0.6501477603219705,gestational_age
ethiopia,Male,draw_109,42.97297,-0.6490820569963333,gestational_age
ethiopia,Male,draw_109,43.08308,-0.6480176567809418,gestational_age
ethiopia,Male,draw_109,43.19319,-0.6469516708835422,gestational_age
ethiopia,Male,draw_109,43.3033,-0.6458840851938024,gestational_age
ethiopia,Male,draw_109,43.41341,-0.6448184870971332,gestational_age
ethiopia,Male,draw_109,43.52352,-0.6437536770963275,gestational_age
ethiopia,Male,draw_109,43.63363,-0.6426887597169975,gestational_age
ethiopia,Male,draw_109,43.74374,-0.6416251420865525,gestational_age
ethiopia,Male,draw_109,43.85385,-0.640560048267245,gestational_age
