location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_272,40.0,-0.5705923654243698,gestational_age
ethiopia,Male,draw_272,40.11011,-0.569722049414472,gestational_age
ethiopia,Male,draw_272,40.22022,-0.5688518946794291,gestational_age
ethiopia,Male,draw_272,40.33033,-0.5679827706949617,gestational_age
ethiopia,Male,draw_272,40.44044,-0.5671122225975934,gestational_age
ethiopia,Male,draw_272,40.55055,-0.5662416643411337,gestational_age
ethiopia,Male,draw_272,40.66066,-0.5653728810809366,gestational_age
ethiopia,Male,draw_272,40.77077,-0.5645046842686271,gestational_age
ethiopia,Male,draw_272,40.88088,-0.5636323225427745,gestational_age
ethiopia,Male,draw_272,40.99099,-0.5627657718593642,gestational_age
ethiopia,Male,draw_272,41.1011,-0.5618947305969834,gestational_age
ethiopia,Male,draw_272,41.21121,-0.5610264743132592,gestational_age
ethiopia,Male,draw_272,41.32132,-0.5601561914680536,gestational_age
ethiopia,Male,draw_272,41.43143,-0.5592874563567446,gestational_age
ethiopia,Male,draw_272,41.54154,-0.5584210369389797,gestational_age
ethiopia,Male,draw_272,41.65165,-0.5575499906611958,gestational_age
ethiopia,Male,draw_272,41.76176,-0.5566823823680576,gestational_age
ethiopia,Male,draw_272,41.87187,-0.5558154660748351,gestational_age
ethiopia,Male,draw_272,41.98198,-0.5549454410873939,gestational_age
ethiopia,Male,draw_272,42.09209,-0.5540779748671876,gestational_age
ethiopia,Male,draw_272,42.2022,-0.5532107144479788,gestational_age
ethiopia,Male,draw_272,42.31231,-0.5523405837988665,gestational_age
ethiopia,Male,draw_272,42.42242,-0.5514727583382967,gestational_age
ethiopia,Male,draw_272,42.53253,-0.5506054998629824,gestational_age
ethiopia,Male,draw_272,42.64264,-0.5497371091848797,gestational_age
ethiopia,Male,draw_272,42.75275,-0.5488704296133348,gestational_age
ethiopia,Male,draw_272,42.86286,-0.5480050101136326,gestational_age
ethiopia,Male,draw_272,42.97297,-0.5471366003828122,gestational_age
ethiopia,Male,draw_272,43.08308,-0.5462716137012792,gestational_age
ethiopia,Male,draw_272,43.19319,-0.5454023268905506,gestational_age
ethiopia,Male,draw_272,43.3033,-0.5445353304500044,gestational_age
ethiopia,Male,draw_272,43.41341,-0.5436689100898467,gestational_age
ethiopia,Male,draw_272,43.52352,-0.5428037857558193,gestational_age
ethiopia,Male,draw_272,43.63363,-0.5419372264847636,gestational_age
ethiopia,Male,draw_272,43.74374,-0.5410712564842598,gestational_age
ethiopia,Male,draw_272,43.85385,-0.5402051623143034,gestational_age
ethiopia,Male,draw_272,43.96396,-0.5393381943350507,gestational_age
ethiopia,Male,draw_272,44.07407,-0.5384718434449435,gestational_age
ethiopia,Male,draw_272,44.18418,-0.5376066329367141,gestational_age
ethiopia,Male,draw_272,44.29429,-0.5367419614079493,gestational_age
ethiopia,Male,draw_272,44.4044,-0.535875816613186,gestational_age
ethiopia,Male,draw_272,44.51451,-0.5350091581872847,gestational_age
ethiopia,Male,draw_272,44.62462,-0.5341442729685416,gestational_age
ethiopia,Male,draw_272,44.73473,-0.5332788255564406,gestational_age
ethiopia,Male,draw_272,44.84484,-0.5324142308099905,gestational_age
ethiopia,Male,draw_272,44.95495,-0.5315493273492238,gestational_age
ethiopia,Male,draw_272,45.06507,-0.5306833135689861,gestational_age
ethiopia,Male,draw_272,45.17518,-0.5298195918046654,gestational_age
ethiopia,Male,draw_272,45.28529,-0.5289548191065667,gestational_age
ethiopia,Male,draw_272,45.3954,-0.5280899052652183,gestational_age
ethiopia,Male,draw_272,45.50551,-0.5272282359171516,gestational_age
ethiopia,Male,draw_272,45.61562,-0.5263615340627625,gestational_age
ethiopia,Male,draw_272,45.72573,-0.5254975586794158,gestational_age
ethiopia,Male,draw_272,45.83584,-0.524634954346557,gestational_age
ethiopia,Male,draw_272,45.94595,-0.5237695768077192,gestational_age
ethiopia,Male,draw_272,46.05606,-0.5229073141247756,gestational_age
ethiopia,Male,draw_272,46.16617,-0.5220457307522587,gestational_age
ethiopia,Male,draw_272,46.27628,-0.521180961020736,gestational_age
ethiopia,Male,draw_272,46.38639,-0.5203180864171073,gestational_age
ethiopia,Male,draw_272,46.4965,-0.5194536979857834,gestational_age
ethiopia,Male,draw_272,46.60661,-0.518590594136451,gestational_age
ethiopia,Male,draw_272,46.71672,-0.5177303103224173,gestational_age
ethiopia,Male,draw_272,46.82683,-0.5168659708774752,gestational_age
ethiopia,Male,draw_272,46.93694,-0.5160054893134637,gestational_age
ethiopia,Male,draw_272,47.04705,-0.5151390071167502,gestational_age
ethiopia,Male,draw_272,47.15716,-0.5142797106008111,gestational_age
ethiopia,Male,draw_272,47.26727,-0.5134159823065894,gestational_age
ethiopia,Male,draw_272,47.37738,-0.5125541463980731,gestational_age
ethiopia,Male,draw_272,47.48749,-0.5116943745002938,gestational_age
ethiopia,Male,draw_272,47.5976,-0.5108319370321782,gestational_age
ethiopia,Male,draw_272,47.70771,-0.5099688547720841,gestational_age
ethiopia,Male,draw_272,47.81782,-0.5091094870987598,gestational_age
ethiopia,Male,draw_272,47.92793,-0.50824582796772,gestational_age
ethiopia,Male,draw_272,48.03804,-0.5073867580167853,gestational_age
ethiopia,Male,draw_272,48.14815,-0.5065250776394072,gestational_age
ethiopia,Male,draw_272,48.25826,-0.5056621101018139,gestational_age
ethiopia,Male,draw_272,48.36837,-0.5048022431051855,gestational_age
ethiopia,Male,draw_272,48.47848,-0.5039401803429422,gestational_age
ethiopia,Male,draw_272,48.58859,-0.5030788980043407,gestational_age
ethiopia,Male,draw_272,48.6987,-0.5022184581217847,gestational_age
ethiopia,Male,draw_272,48.80881,-0.5013588732414268,gestational_age
ethiopia,Male,draw_272,48.91892,-0.5004992590101348,gestational_age
ethiopia,Male,draw_272,49.02903,-0.49964134707832203,gestational_age
ethiopia,Male,draw_272,49.13914,-0.4987789390270617,gestational_age
ethiopia,Male,draw_272,49.24925,-0.49791972562105524,gestational_age
ethiopia,Male,draw_272,49.35936,-0.4970612786117081,gestational_age
ethiopia,Male,draw_272,49.46947,-0.49620166623660833,gestational_age
ethiopia,Male,draw_272,49.57958,-0.495340686543094,gestational_age
ethiopia,Male,draw_272,49.68969,-0.49448165148813583,gestational_age
ethiopia,Male,draw_272,49.7998,-0.49362261448035855,gestational_age
ethiopia,Male,draw_272,49.90991,-0.49276313706919855,gestational_age
ethiopia,Male,draw_272,50.02002,-0.4919041936363108,gestational_age
ethiopia,Male,draw_272,50.13013,-0.4910458511979035,gestational_age
ethiopia,Male,draw_272,50.24024,-0.49018814350001483,gestational_age
ethiopia,Male,draw_272,50.35035,-0.48932546894221685,gestational_age
ethiopia,Male,draw_272,50.46046,-0.4884704255098215,gestational_age
ethiopia,Male,draw_272,50.57057,-0.48761261576708903,gestational_age
ethiopia,Male,draw_272,50.68068,-0.4867515502472047,gestational_age
ethiopia,Male,draw_272,50.79079,-0.4858939134079754,gestational_age
ethiopia,Male,draw_272,50.9009,-0.48503742865797456,gestational_age
ethiopia,Male,draw_272,51.01101,-0.4841805038572724,gestational_age
ethiopia,Male,draw_272,51.12112,-0.4833218848748472,gestational_age
ethiopia,Male,draw_272,51.23123,-0.48246359829846835,gestational_age
ethiopia,Male,draw_272,51.34134,-0.48160716430792244,gestational_age
ethiopia,Male,draw_272,51.45145,-0.4807504441949549,gestational_age
ethiopia,Male,draw_272,51.56156,-0.4798931066231014,gestational_age
ethiopia,Male,draw_272,51.67167,-0.47903623400146633,gestational_age
ethiopia,Male,draw_272,51.78178,-0.47817810143809975,gestational_age
ethiopia,Male,draw_272,51.89189,-0.47732089759776225,gestational_age
ethiopia,Male,draw_272,52.002,-0.47646400599451194,gestational_age
ethiopia,Male,draw_272,52.11211,-0.4756100978238234,gestational_age
ethiopia,Male,draw_272,52.22222,-0.47475108445653735,gestational_age
ethiopia,Male,draw_272,52.33233,-0.47389669444759025,gestational_age
ethiopia,Male,draw_272,52.44244,-0.47304051786842854,gestational_age
