location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_150,40.0,-0.718573269808095,gestational_age
ethiopia,Male,draw_150,40.11011,-0.7174245854754625,gestational_age
ethiopia,Male,draw_150,40.22022,-0.7162751590147114,gestational_age
ethiopia,Male,draw_150,40.33033,-0.715128498879106,gestational_age
ethiopia,Male,draw_150,40.44044,-0.7139787277484193,gestational_age
ethiopia,Male,draw_150,40.55055,-0.7128324211848004,gestational_age
ethiopia,Male,draw_150,40.66066,-0.7116843392835146,gestational_age
ethiopia,Male,draw_150,40.77077,-0.7105369356916206,gestational_age
ethiopia,Male,draw_150,40.88088,-0.7093905585747815,gestational_age
ethiopia,Male,draw_150,40.99099,-0.7082421450332268,gestational_age
ethiopia,Male,draw_150,41.1011,-0.707097783825869,gestational_age
ethiopia,Male,draw_150,41.21121,-0.7059520032488603,gestational_age
ethiopia,Male,draw_150,41.32132,-0.7048052175587441,gestational_age
ethiopia,Male,draw_150,41.43143,-0.7036624486471589,gestational_age
ethiopia,Male,draw_150,41.54154,-0.7025170283629578,gestational_age
ethiopia,Male,draw_150,41.65165,-0.7013719061750339,gestational_age
ethiopia,Male,draw_150,41.76176,-0.7002270963041983,gestational_age
ethiopia,Male,draw_150,41.87187,-0.6990821643767187,gestational_age
ethiopia,Male,draw_150,41.98198,-0.6979426376457397,gestational_age
ethiopia,Male,draw_150,42.09209,-0.6967975887686156,gestational_age
ethiopia,Male,draw_150,42.2022,-0.6956564492804604,gestational_age
ethiopia,Male,draw_150,42.31231,-0.6945120073363719,gestational_age
ethiopia,Male,draw_150,42.42242,-0.6933689564927782,gestational_age
ethiopia,Male,draw_150,42.53253,-0.692226008254929,gestational_age
ethiopia,Male,draw_150,42.64264,-0.6910870241294459,gestational_age
ethiopia,Male,draw_150,42.75275,-0.6899445958235265,gestational_age
ethiopia,Male,draw_150,42.86286,-0.688802628862991,gestational_age
ethiopia,Male,draw_150,42.97297,-0.687660939795717,gestational_age
ethiopia,Male,draw_150,43.08308,-0.6865196447131711,gestational_age
ethiopia,Male,draw_150,43.19319,-0.6853804691709169,gestational_age
ethiopia,Male,draw_150,43.3033,-0.6842406507558897,gestational_age
ethiopia,Male,draw_150,43.41341,-0.6831025539328051,gestational_age
ethiopia,Male,draw_150,43.52352,-0.6819624816241439,gestational_age
ethiopia,Male,draw_150,43.63363,-0.680822732772658,gestational_age
ethiopia,Male,draw_150,43.74374,-0.6796845314890106,gestational_age
ethiopia,Male,draw_150,43.85385,-0.6785456087124763,gestational_age
ethiopia,Male,draw_150,43.96396,-0.6774070994250857,gestational_age
ethiopia,Male,draw_150,44.07407,-0.6762688586704424,gestational_age
ethiopia,Male,draw_150,44.18418,-0.6751342721245972,gestational_age
ethiopia,Male,draw_150,44.29429,-0.6739966429844085,gestational_age
ethiopia,Male,draw_150,44.4044,-0.6728592924689532,gestational_age
ethiopia,Male,draw_150,44.51451,-0.6717222235336869,gestational_age
ethiopia,Male,draw_150,44.62462,-0.670585438811629,gestational_age
ethiopia,Male,draw_150,44.73473,-0.6694489405413978,gestational_age
