location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_75,40.0,-0.667152781758577,gestational_age
ethiopia,Male,draw_75,40.11011,-0.6661106669265252,gestational_age
ethiopia,Male,draw_75,40.22022,-0.6650654879651707,gestational_age
ethiopia,Male,draw_75,40.33033,-0.664020850732458,gestational_age
ethiopia,Male,draw_75,40.44044,-0.6629755421010003,gestational_age
ethiopia,Male,draw_75,40.55055,-0.6619309437636542,gestational_age
ethiopia,Male,draw_75,40.66066,-0.6608878255412446,gestational_age
ethiopia,Male,draw_75,40.77077,-0.6598447610249856,gestational_age
ethiopia,Male,draw_75,40.88088,-0.6588015047912938,gestational_age
ethiopia,Male,draw_75,40.99099,-0.6577586557281231,gestational_age
ethiopia,Male,draw_75,41.1011,-0.6567155131316036,gestational_age
ethiopia,Male,draw_75,41.21121,-0.6556717960700682,gestational_age
ethiopia,Male,draw_75,41.32132,-0.6546309436020412,gestational_age
ethiopia,Male,draw_75,41.43143,-0.6535869853034407,gestational_age
ethiopia,Male,draw_75,41.54154,-0.6525465902100684,gestational_age
ethiopia,Male,draw_75,41.65165,-0.6515063973315245,gestational_age
ethiopia,Male,draw_75,41.76176,-0.6504610310718557,gestational_age
ethiopia,Male,draw_75,41.87187,-0.6494201826807431,gestational_age
ethiopia,Male,draw_75,41.98198,-0.6483819358885667,gestational_age
ethiopia,Male,draw_75,42.09209,-0.6473395502918893,gestational_age
ethiopia,Male,draw_75,42.2022,-0.6462977625919968,gestational_age
ethiopia,Male,draw_75,42.31231,-0.645259435302208,gestational_age
ethiopia,Male,draw_75,42.42242,-0.64421713593084,gestational_age
ethiopia,Male,draw_75,42.53253,-0.6431790560280206,gestational_age
ethiopia,Male,draw_75,42.64264,-0.6421378694490262,gestational_age
ethiopia,Male,draw_75,42.75275,-0.6410994326273424,gestational_age
ethiopia,Male,draw_75,42.86286,-0.6400592071987267,gestational_age
ethiopia,Male,draw_75,42.97297,-0.63902094603228,gestational_age
ethiopia,Male,draw_75,43.08308,-0.6379813462086248,gestational_age
ethiopia,Male,draw_75,43.19319,-0.6369434768874314,gestational_age
ethiopia,Male,draw_75,43.3033,-0.6359057884900557,gestational_age
ethiopia,Male,draw_75,43.41341,-0.6348650693387269,gestational_age
ethiopia,Male,draw_75,43.52352,-0.633826961684878,gestational_age
ethiopia,Male,draw_75,43.63363,-0.6327894493444783,gestational_age
ethiopia,Male,draw_75,43.74374,-0.6317526637713937,gestational_age
ethiopia,Male,draw_75,43.85385,-0.6307160704436404,gestational_age
ethiopia,Male,draw_75,43.96396,-0.6296793078461974,gestational_age
ethiopia,Male,draw_75,44.07407,-0.628640357319094,gestational_age
ethiopia,Male,draw_75,44.18418,-0.6276039686702004,gestational_age
ethiopia,Male,draw_75,44.29429,-0.6265671001693115,gestational_age
ethiopia,Male,draw_75,44.4044,-0.6255332764463416,gestational_age
ethiopia,Male,draw_75,44.51451,-0.6244968397152499,gestational_age
