location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_249,40.0,-0.9112379140034057,gestational_age
ethiopia,Male,draw_249,40.11011,-0.9096889763776215,gestational_age
ethiopia,Male,draw_249,40.22022,-0.9081435752284633,gestational_age
ethiopia,Male,draw_249,40.33033,-0.9065967786080501,gestational_age
ethiopia,Male,draw_249,40.44044,-0.905053638560616,gestational_age
ethiopia,Male,draw_249,40.55055,-0.9035078066180358,gestational_age
ethiopia,Male,draw_249,40.66066,-0.9019628030381391,gestational_age
ethiopia,Male,draw_249,40.77077,-0.9004193025713281,gestational_age
ethiopia,Male,draw_249,40.88088,-0.8988784757788639,gestational_age
ethiopia,Male,draw_249,40.99099,-0.8973345809321129,gestational_age
ethiopia,Male,draw_249,41.1011,-0.8957933994728776,gestational_age
ethiopia,Male,draw_249,41.21121,-0.8942507308035916,gestational_age
ethiopia,Male,draw_249,41.32132,-0.8927127706040698,gestational_age
ethiopia,Male,draw_249,41.43143,-0.891173097477511,gestational_age
ethiopia,Male,draw_249,41.54154,-0.8896339081743233,gestational_age
ethiopia,Male,draw_249,41.65165,-0.888095244216695,gestational_age
ethiopia,Male,draw_249,41.76176,-0.8865588369862304,gestational_age
ethiopia,Male,draw_249,41.87187,-0.8850207058883466,gestational_age
ethiopia,Male,draw_249,41.98198,-0.8834835336878241,gestational_age
ethiopia,Male,draw_249,42.09209,-0.8819481561352668,gestational_age
ethiopia,Male,draw_249,42.2022,-0.8804148180316047,gestational_age
ethiopia,Male,draw_249,42.31231,-0.8788813357194304,gestational_age
ethiopia,Male,draw_249,42.42242,-0.8773495476095876,gestational_age
ethiopia,Male,draw_249,42.53253,-0.875816417597563,gestational_age
ethiopia,Male,draw_249,42.64264,-0.8742813722449075,gestational_age
ethiopia,Male,draw_249,42.75275,-0.8727513033770834,gestational_age
ethiopia,Male,draw_249,42.86286,-0.8712201388577864,gestational_age
ethiopia,Male,draw_249,42.97297,-0.8696902743737466,gestational_age
ethiopia,Male,draw_249,43.08308,-0.8681602571312301,gestational_age
ethiopia,Male,draw_249,43.19319,-0.8666328072964619,gestational_age
ethiopia,Male,draw_249,43.3033,-0.8651052727042826,gestational_age
ethiopia,Male,draw_249,43.41341,-0.8635743312623553,gestational_age
ethiopia,Male,draw_249,43.52352,-0.8620496959844482,gestational_age
ethiopia,Male,draw_249,43.63363,-0.8605214878592876,gestational_age
ethiopia,Male,draw_249,43.74374,-0.8589987047416788,gestational_age
ethiopia,Male,draw_249,43.85385,-0.8574737937008542,gestational_age
ethiopia,Male,draw_249,43.96396,-0.8559494216837702,gestational_age
ethiopia,Male,draw_249,44.07407,-0.8544255442692065,gestational_age
