location,sex,draw,exposure,value,outcome
ethiopia,Female,draw_272,40.0,139.2964975808846,birth_weight
ethiopia,Female,draw_272,40.11011,139.28969751937888,birth_weight
ethiopia,Female,draw_272,40.22022,139.2828931435351,birth_weight
ethiopia,Female,draw_272,40.33033,139.27609296551105,birth_weight
ethiopia,Female,draw_272,40.44044,139.26929897629321,birth_weight
ethiopia,Female,draw_272,40.55055,139.26249790137751,birth_weight
ethiopia,Female,draw_272,40.66066,139.25571086402942,birth_weight
ethiopia,Female,draw_272,40.77077,139.24891787955443,birth_weight
ethiopia,Female,draw_272,40.88088,139.24211780107942,birth_weight
ethiopia,Female,draw_272,40.99099,139.2353260691915,birth_weight
ethiopia,Female,draw_272,41.1011,139.22852604088973,birth_weight
ethiopia,Female,draw_272,41.21121,139.22174441564476,birth_weight
ethiopia,Female,draw_272,41.32132,139.21494246140628,birth_weight
ethiopia,Female,draw_272,41.43143,139.20817044502235,birth_weight
ethiopia,Female,draw_272,41.54154,139.2013728583134,birth_weight
ethiopia,Female,draw_272,41.65165,139.19459936013283,birth_weight
ethiopia,Female,draw_272,41.76176,139.18780783511397,birth_weight
ethiopia,Female,draw_272,41.87187,139.1810268712427,birth_weight
ethiopia,Female,draw_272,41.98198,139.17424615179732,birth_weight
ethiopia,Female,draw_272,42.09209,139.16746809039256,birth_weight
ethiopia,Female,draw_272,42.2022,139.16069288073447,birth_weight
ethiopia,Female,draw_272,42.31231,139.1539103963213,birth_weight
ethiopia,Female,draw_272,42.42242,139.14713613304974,birth_weight
ethiopia,Female,draw_272,42.53253,139.14036826285127,birth_weight
ethiopia,Female,draw_272,42.64264,139.1335870194755,birth_weight
ethiopia,Female,draw_272,42.75275,139.12682268226308,birth_weight
ethiopia,Female,draw_272,42.86286,139.1200590024617,birth_weight
ethiopia,Female,draw_272,42.97297,139.11329428980122,birth_weight
ethiopia,Female,draw_272,43.08308,139.10652871960258,birth_weight
ethiopia,Female,draw_272,43.19319,139.09976825360224,birth_weight
ethiopia,Female,draw_272,43.3033,139.09300738649,birth_weight
ethiopia,Female,draw_272,43.41341,139.08624205639336,birth_weight
ethiopia,Female,draw_272,43.52352,139.07948770698727,birth_weight
ethiopia,Female,draw_272,43.63363,139.0727331243848,birth_weight
ethiopia,Female,draw_272,43.74374,139.06597905945904,birth_weight
ethiopia,Female,draw_272,43.85385,139.05923406245284,birth_weight
ethiopia,Female,draw_272,43.96396,139.05248687360142,birth_weight
ethiopia,Female,draw_272,44.07407,139.04574250438714,birth_weight
ethiopia,Female,draw_272,44.18418,139.03899685406606,birth_weight
ethiopia,Female,draw_272,44.29429,139.0322557033216,birth_weight
ethiopia,Female,draw_272,44.4044,139.0255155661573,birth_weight
ethiopia,Female,draw_272,44.51451,139.01878082890966,birth_weight
ethiopia,Female,draw_272,44.62462,139.01204595192343,birth_weight
ethiopia,Female,draw_272,44.73473,139.0053000923379,birth_weight
ethiopia,Female,draw_272,44.84484,138.99858411869536,birth_weight
ethiopia,Female,draw_272,44.95495,138.99184971971056,birth_weight
ethiopia,Female,draw_272,45.06507,138.98513091900628,birth_weight
ethiopia,Female,draw_272,45.17518,138.9784079532306,birth_weight
ethiopia,Female,draw_272,45.28529,138.97168893150445,birth_weight
ethiopia,Female,draw_272,45.3954,138.96497410865436,birth_weight
ethiopia,Female,draw_272,45.50551,138.9582474415135,birth_weight
ethiopia,Female,draw_272,45.61562,138.9515397038115,birth_weight
ethiopia,Female,draw_272,45.72573,138.94483452207803,birth_weight
ethiopia,Female,draw_272,45.83584,138.93812962096473,birth_weight
ethiopia,Female,draw_272,45.94595,138.9314230839275,birth_weight
ethiopia,Female,draw_272,46.05606,138.924725176845,birth_weight
ethiopia,Female,draw_272,46.16617,138.91802872187938,birth_weight
ethiopia,Female,draw_272,46.27628,138.91133903828506,birth_weight
ethiopia,Female,draw_272,46.38639,138.904643385906,birth_weight
ethiopia,Female,draw_272,46.4965,138.8979620485477,birth_weight
ethiopia,Female,draw_272,46.60661,138.89127820613973,birth_weight
ethiopia,Female,draw_272,46.71672,138.88458900278408,birth_weight
ethiopia,Female,draw_272,46.82683,138.877910265191,birth_weight
ethiopia,Female,draw_272,46.93694,138.87123968578126,birth_weight
ethiopia,Female,draw_272,47.04705,138.86457247871556,birth_weight
ethiopia,Female,draw_272,47.15716,138.8578999093445,birth_weight
ethiopia,Female,draw_272,47.26727,138.85124669830495,birth_weight
ethiopia,Female,draw_272,47.37738,138.8445750765829,birth_weight
ethiopia,Female,draw_272,47.48749,138.83791770317953,birth_weight
ethiopia,Female,draw_272,47.5976,138.831263800021,birth_weight
ethiopia,Female,draw_272,47.70771,138.82460898274456,birth_weight
ethiopia,Female,draw_272,47.81782,138.81796482637634,birth_weight
ethiopia,Female,draw_272,47.92793,138.81132780039906,birth_weight
ethiopia,Female,draw_272,48.03804,138.80469260552485,birth_weight
ethiopia,Female,draw_272,48.14815,138.79805181703978,birth_weight
ethiopia,Female,draw_272,48.25826,138.79141255846298,birth_weight
ethiopia,Female,draw_272,48.36837,138.78479337504896,birth_weight
ethiopia,Female,draw_272,48.47848,138.77816989563317,birth_weight
