location_id,age_group_id,parameter,anc1,value
179,164,cat10,False,0.000275583318023149
179,164,cat106,True,0.00036744442403086535
179,164,cat11,False,9.186110600771634e-05
179,164,cat116,True,0.0011941943781003123
179,164,cat116,False,0.0006430277420540144
179,164,cat117,True,0.0032151387102700717
179,164,cat117,False,0.0015616388021311776
179,164,cat123,True,0.0006430277420540144
179,164,cat123,False,0.0004593055300385817
179,164,cat124,True,0.0012860554841080288
179,164,cat124,False,0.0007348888480617307
179,164,cat14,True,0.0004593055300385817
179,164,cat14,False,0.000275583318023149
179,164,cat17,True,0.000551166636046298
179,164,cat17,False,0.000275583318023149
179,164,cat19,True,0.0006430277420540144
179,164,cat2,False,0.00018372221201543268
179,164,cat2,True,9.186110600771634e-05
179,164,cat20,False,0.0006430277420540144
179,164,cat20,True,0.000551166636046298
179,164,cat21,False,0.000275583318023149
179,164,cat21,True,0.00018372221201543268
179,164,cat22,False,0.000826749954069447
179,164,cat22,True,0.000551166636046298
179,164,cat23,False,0.0007348888480617307
179,164,cat23,True,0.0007348888480617307
179,164,cat24,True,0.001929083226162043
179,164,cat24,False,0.0014697776961234614
179,164,cat25,True,0.0012860554841080288
179,164,cat25,False,0.00036744442403086535
179,164,cat26,True,0.002112805438177476
179,164,cat26,False,0.000275583318023149
179,164,cat27,True,0.0014697776961234614
179,164,cat27,False,0.0006430277420540144
179,164,cat28,True,0.0011941943781003123
179,164,cat28,False,0.000551166636046298
179,164,cat29,True,0.0014697776961234614
179,164,cat29,False,0.0009186110600771634
179,164,cat30,True,0.003031416498254639
179,164,cat30,False,0.0017453610141466103
179,164,cat31,True,0.001377916590115745
179,164,cat31,False,0.0007348888480617307
179,164,cat32,True,0.007073305162594158
179,164,cat32,False,0.0025721109682160575
179,164,cat33,True,0.00551166636046298
179,164,cat33,False,0.0025721109682160575
179,164,cat34,True,0.00376630534631637
179,164,cat34,False,0.0010104721660848797
179,164,cat35,True,0.005327944148447547
179,164,cat35,False,0.0015616388021311776
179,164,cat36,True,0.0017453610141466103
179,164,cat36,False,0.000826749954069447
179,164,cat37,True,0.011482638250964542
179,164,cat37,False,0.005419805254455264
179,164,cat38,True,0.0004593055300385817
179,164,cat38,False,0.00018372221201543268
179,164,cat39,True,0.006522138526547859
179,164,cat39,False,0.0026639720742237735
179,164,cat40,True,0.008175638434686754
179,164,cat40,False,0.004684916406393533
179,164,cat41,True,0.0010104721660848797
179,164,cat41,False,0.0004593055300385817
179,164,cat42,True,0.03536652581297079
179,164,cat42,False,0.013044277053095719
179,164,cat43,True,0.008818666176740767
179,164,cat43,False,0.0036744442403086534
179,164,cat44,True,0.03968399779533346
179,164,cat44,False,0.012125665993018555
179,164,cat45,True,0.004684916406393533
179,164,cat45,False,0.002480249862208341
179,164,cat46,False,0.000275583318023149
179,164,cat46,True,0.00018372221201543268
179,164,cat47,True,0.0012860554841080288
179,164,cat47,False,0.00036744442403086535
179,164,cat48,True,0.04097005327944148
179,164,cat48,False,0.012309388205033989
179,164,cat49,True,0.003031416498254639
179,164,cat49,False,0.001102333272092596
179,164,cat50,True,0.014973360279257763
179,164,cat50,False,0.006522138526547859
179,164,cat51,True,0.012952415947088004
179,164,cat51,False,0.005144221936432115
179,164,cat52,True,0.06292485761528568
179,164,cat52,False,0.018647804519566415
179,164,cat53,True,0.01506522138526548
179,164,cat53,False,0.003398860922285504
179,164,cat54,True,0.040418886643395185
179,164,cat54,False,0.00826749954069447
179,164,cat55,True,0.012401249311041704
179,164,cat55,False,0.0022965276501929082
179,164,cat56,True,0.006797721844571008
179,164,cat56,False,0.0012860554841080288
179,164,cat8,True,0.00036744442403086535
179,164,cat8,False,0.00018372221201543268
179,164,cat80,True,0.0011941943781003123
179,164,cat80,False,0.00018372221201543268
179,164,cat81,False,0.0007348888480617307
179,164,cat81,True,0.0006430277420540144
179,164,cat82,True,0.00018372221201543268
179,164,cat82,False,9.186110600771634e-05
179,164,cat88,True,0.0012860554841080288
179,164,cat88,False,0.0009186110600771634
179,164,cat89,True,0.0004593055300385817
179,164,cat89,False,0.00018372221201543268
179,164,cat90,True,9.186110600771634e-05
179,164,cat95,True,0.001929083226162043
179,164,cat95,False,0.001102333272092596
179,164,cat96,True,0.000551166636046298
179,164,cat96,False,0.000275583318023149
179,164,cat10,False,0.00036744442403086535
179,164,cat10,True,9.186110600771634e-05
179,164,cat106,False,9.186110600771634e-05
179,164,cat11,False,9.186110600771634e-05
179,164,cat116,True,0.002204666544185192
179,164,cat116,False,0.0011941943781003123
179,164,cat117,True,0.003582583134300937
179,164,cat117,False,0.001102333272092596
179,164,cat123,True,0.0017453610141466103
179,164,cat123,False,9.186110600771634e-05
179,164,cat124,True,0.0010104721660848797
179,164,cat124,False,0.0004593055300385817
179,164,cat14,True,9.186110600771634e-05
179,164,cat15,False,9.186110600771634e-05
179,164,cat15,True,9.186110600771634e-05
179,164,cat17,False,0.00036744442403086535
179,164,cat17,True,0.00036744442403086535
179,164,cat19,True,0.00018372221201543268
179,164,cat19,False,9.186110600771634e-05
179,164,cat2,True,0.00018372221201543268
179,164,cat20,False,0.000551166636046298
179,164,cat20,True,0.000275583318023149
179,164,cat21,True,0.00036744442403086535
179,164,cat21,False,0.000275583318023149
179,164,cat22,False,0.000275583318023149
179,164,cat22,True,9.186110600771634e-05
179,164,cat23,False,0.0004593055300385817
179,164,cat23,True,0.00036744442403086535
179,164,cat24,True,0.0026639720742237735
179,164,cat24,False,0.0004593055300385817
179,164,cat25,True,0.0007348888480617307
179,164,cat25,False,9.186110600771634e-05
179,164,cat26,True,0.0010104721660848797
179,164,cat26,False,0.0007348888480617307
179,164,cat27,True,0.000826749954069447
179,164,cat27,False,0.0007348888480617307
179,164,cat28,True,0.000826749954069447
179,164,cat28,False,0.0007348888480617307
179,164,cat29,True,0.000826749954069447
179,164,cat29,False,0.000551166636046298
179,164,cat30,True,0.001929083226162043
179,164,cat30,False,0.000826749954069447
179,164,cat31,True,0.001653499908138894
179,164,cat31,False,0.0009186110600771634
179,164,cat32,True,0.00753261069263274
179,164,cat32,False,0.003031416498254639
179,164,cat33,True,0.003858166452324086
179,164,cat33,False,0.0022965276501929082
179,164,cat34,True,0.0020209443321697594
