location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_170,Female,0.0,0.01917808,40.0,2.145112095223492
ethiopia,draw_170,Male,0.0,0.01917808,40.0,1.9573371179421326
ethiopia,draw_170,Female,0.01917808,0.07671233,40.0,2.4629562175737862
ethiopia,draw_170,Male,0.01917808,0.07671233,40.0,2.3592698000194434
nigeria,draw_170,Female,0.0,0.01917808,40.0,1.9459256159346388
nigeria,draw_170,Male,0.0,0.01917808,40.0,2.057436712966791
nigeria,draw_170,Female,0.01917808,0.07671233,40.0,2.3031853370727258
nigeria,draw_170,Male,0.01917808,0.07671233,40.0,2.430004094433479
pakistan,draw_170,Female,0.0,0.01917808,40.0,0.780481819562183
pakistan,draw_170,Male,0.0,0.01917808,40.0,1.1081406335091182
pakistan,draw_170,Female,0.01917808,0.07671233,40.0,1.273935307922162
pakistan,draw_170,Male,0.01917808,0.07671233,40.0,1.5699815959053542
ethiopia,draw_170,Female,0.0,0.01917808,40.11011,2.1478820731320405
ethiopia,draw_170,Male,0.0,0.01917808,40.11011,1.960335362755466
ethiopia,draw_170,Female,0.01917808,0.07671233,40.11011,2.464735015534327
ethiopia,draw_170,Male,0.01917808,0.07671233,40.11011,2.3615012794759433
nigeria,draw_170,Female,0.0,0.01917808,40.11011,1.9489639537046386
nigeria,draw_170,Male,0.0,0.01917808,40.11011,2.0601693187952717
nigeria,draw_170,Female,0.01917808,0.07671233,40.11011,2.3052286282727885
nigeria,draw_170,Male,0.01917808,0.07671233,40.11011,2.4319207340683
pakistan,draw_170,Female,0.0,0.01917808,40.11011,0.7831984028325676
pakistan,draw_170,Male,0.0,0.01917808,40.11011,1.1113917480294793
pakistan,draw_170,Female,0.01917808,0.07671233,40.11011,1.2767971094730433
pakistan,draw_170,Male,0.01917808,0.07671233,40.11011,1.5731143722649943
ethiopia,draw_170,Female,0.0,0.01917808,40.22022,2.1506470107466957
ethiopia,draw_170,Male,0.0,0.01917808,40.22022,1.9633312405489562
ethiopia,draw_170,Female,0.01917808,0.07671233,40.22022,2.466507365210709
ethiopia,draw_170,Male,0.01917808,0.07671233,40.22022,2.3637275799286876
nigeria,draw_170,Female,0.0,0.01917808,40.22022,1.9519995100990555
nigeria,draw_170,Male,0.0,0.01917808,40.22022,2.0628967273221925
nigeria,draw_170,Female,0.01917808,0.07671233,40.22022,2.3072672846603313
nigeria,draw_170,Male,0.01917808,0.07671233,40.22022,2.433830535924514
pakistan,draw_170,Female,0.0,0.01917808,40.22022,0.7859246296737776
pakistan,draw_170,Male,0.0,0.01917808,40.22022,1.1146502222640429
pakistan,draw_170,Female,0.01917808,0.07671233,40.22022,1.2796629076017738
pakistan,draw_170,Male,0.01917808,0.07671233,40.22022,1.5762484478267307
ethiopia,draw_170,Female,0.0,0.01917808,40.33033,2.1534064277612015
ethiopia,draw_170,Male,0.0,0.01917808,40.33033,1.966323852174827
ethiopia,draw_170,Female,0.01917808,0.07671233,40.33033,2.4682729190702726
ethiopia,draw_170,Male,0.01917808,0.07671233,40.33033,2.3659483293258887
nigeria,draw_170,Female,0.0,0.01917808,40.33033,1.9550306841265908
nigeria,draw_170,Male,0.0,0.01917808,40.33033,2.065620819034574
nigeria,draw_170,Female,0.01917808,0.07671233,40.33033,2.3093000992783694
nigeria,draw_170,Male,0.01917808,0.07671233,40.33033,2.4357349471525995
pakistan,draw_170,Female,0.0,0.01917808,40.33033,0.7886600097856731
pakistan,draw_170,Male,0.0,0.01917808,40.33033,1.1179167427404937
pakistan,draw_170,Female,0.01917808,0.07671233,40.33033,1.2825325243087964
pakistan,draw_170,Male,0.01917808,0.07671233,40.33033,1.5793844391057679
ethiopia,draw_170,Female,0.0,0.01917808,40.44044,2.156161221231254
ethiopia,draw_170,Male,0.0,0.01917808,40.44044,1.9693125906700764
ethiopia,draw_170,Female,0.01917808,0.07671233,40.44044,2.4700329063016757
ethiopia,draw_170,Male,0.01917808,0.07671233,40.44044,2.368162964435949
nigeria,draw_170,Female,0.0,0.01917808,40.44044,1.9580579693509943
nigeria,draw_170,Male,0.0,0.01917808,40.44044,2.068340288803907
nigeria,draw_170,Female,0.01917808,0.07671233,40.44044,2.311327496245086
nigeria,draw_170,Male,0.01917808,0.07671233,40.44044,2.4376327224422196
pakistan,draw_170,Female,0.0,0.01917808,40.44044,0.7914034325400554
pakistan,draw_170,Male,0.0,0.01917808,40.44044,1.121190681463027
pakistan,draw_170,Female,0.01917808,0.07671233,40.44044,1.2854055496903036
pakistan,draw_170,Male,0.01917808,0.07671233,40.44044,1.5825219660025105
ethiopia,draw_170,Female,0.0,0.01917808,40.55055,2.158909081700546
ethiopia,draw_170,Male,0.0,0.01917808,40.55055,1.9722982932134525
ethiopia,draw_170,Female,0.01917808,0.07671233,40.55055,2.4717851676117624
ethiopia,draw_170,Male,0.01917808,0.07671233,40.55055,2.3703717901771513
nigeria,draw_170,Female,0.0,0.01917808,40.55055,1.9610804537541302
nigeria,draw_170,Male,0.0,0.01917808,40.55055,2.071054525371259
nigeria,draw_170,Female,0.01917808,0.07671233,40.55055,2.3133486748188283
nigeria,draw_170,Male,0.01917808,0.07671233,40.55055,2.4395232216939338
pakistan,draw_170,Female,0.0,0.01917808,40.55055,0.7941558356422701
pakistan,draw_170,Male,0.0,0.01917808,40.55055,1.1244720433104036
pakistan,draw_170,Female,0.01917808,0.07671233,40.55055,1.2882816992197066
pakistan,draw_170,Male,0.01917808,0.07671233,40.55055,1.5856606123123935
ethiopia,draw_170,Female,0.0,0.01917808,40.66066,2.1616514002902796
ethiopia,draw_170,Male,0.0,0.01917808,40.66066,1.9752801986548623
ethiopia,draw_170,Female,0.01917808,0.07671233,40.66066,2.4735305787994606
ethiopia,draw_170,Male,0.01917808,0.07671233,40.66066,2.372573987716313
nigeria,draw_170,Female,0.0,0.01917808,40.66066,1.9640986895272268
nigeria,draw_170,Male,0.0,0.01917808,40.66066,2.073763796592773
nigeria,draw_170,Female,0.01917808,0.07671233,40.66066,2.3153635686500396
nigeria,draw_170,Male,0.01917808,0.07671233,40.66066,2.4414066819736266
pakistan,draw_170,Female,0.0,0.01917808,40.66066,0.7969171012635149
pakistan,draw_170,Male,0.0,0.01917808,40.66066,1.1277603079987737
pakistan,draw_170,Female,0.01917808,0.07671233,40.66066,1.2911606764065047
pakistan,draw_170,Male,0.01917808,0.07671233,40.66066,1.5888002474767582
ethiopia,draw_170,Female,0.0,0.01917808,40.77077,2.1643878930111633
ethiopia,draw_170,Male,0.0,0.01917808,40.77077,1.9782572788760782
ethiopia,draw_170,Female,0.01917808,0.07671233,40.77077,2.4752686224783758
ethiopia,draw_170,Male,0.01917808,0.07671233,40.77077,2.374768944924569
nigeria,draw_170,Female,0.0,0.01917808,40.77077,1.9671115825926504
nigeria,draw_170,Male,0.0,0.01917808,40.77077,2.0764674967627412
nigeria,draw_170,Female,0.01917808,0.07671233,40.77077,2.3173716309844896
nigeria,draw_170,Male,0.01917808,0.07671233,40.77077,2.443282673318565
pakistan,draw_170,Female,0.0,0.01917808,40.77077,0.7996879985022214
pakistan,draw_170,Male,0.0,0.01917808,40.77077,1.1310555361322385
pakistan,draw_170,Female,0.01917808,0.07671233,40.77077,1.2940427925721383
pakistan,draw_170,Male,0.01917808,0.07671233,40.77077,1.5919411891044861
