outcome,draw,exposure,sex_of_child,age_group_id,location,value
neonatal_sepsis,draw_150,40.0,Female,2,ethiopia,1.9066149211748398
neonatal_sepsis,draw_150,40.0,Male,2,ethiopia,1.6868307064486718
neonatal_sepsis,draw_150,40.0,Female,3,ethiopia,2.1546081894654496
neonatal_sepsis,draw_150,40.0,Male,3,ethiopia,2.0333448267890075
neonatal_sepsis,draw_150,40.11011,Female,2,ethiopia,1.9089198933084868
neonatal_sepsis,draw_150,40.11011,Male,2,ethiopia,1.689487342106082
neonatal_sepsis,draw_150,40.11011,Female,3,ethiopia,2.156320513219466
neonatal_sepsis,draw_150,40.11011,Male,3,ethiopia,2.035338224195908
neonatal_sepsis,draw_150,40.22022,Female,2,ethiopia,1.9112205269221147
neonatal_sepsis,draw_150,40.22022,Male,2,ethiopia,1.6921421510102068
neonatal_sepsis,draw_150,40.22022,Female,3,ethiopia,2.1580277040745846
neonatal_sepsis,draw_150,40.22022,Male,3,ethiopia,2.0373276793323005
neonatal_sepsis,draw_150,40.33033,Female,2,ethiopia,1.9135177000979304
neonatal_sepsis,draw_150,40.33033,Male,2,ethiopia,1.6947941752622204
neonatal_sepsis,draw_150,40.33033,Female,3,ethiopia,2.159729917289915
neonatal_sepsis,draw_150,40.33033,Male,3,ethiopia,2.039312481386001
neonatal_sepsis,draw_150,40.44044,Female,2,ethiopia,1.9158101027700434
neonatal_sepsis,draw_150,40.44044,Male,2,ethiopia,1.6974444390625976
neonatal_sepsis,draw_150,40.44044,Female,3,ethiopia,2.1614267077146265
neonatal_sepsis,draw_150,40.44044,Male,3,ethiopia,2.0412934439785295
neonatal_sepsis,draw_150,40.55055,Female,2,ethiopia,1.9180978687742807
neonatal_sepsis,draw_150,40.55055,Male,2,ethiopia,1.7000919355632043
neonatal_sepsis,draw_150,40.55055,Female,3,ethiopia,2.1631182063693566
neonatal_sepsis,draw_150,40.55055,Male,3,ethiopia,2.0432696061556004
neonatal_sepsis,draw_150,40.66066,Female,2,ethiopia,1.9203807865120117
neonatal_sepsis,draw_150,40.66066,Male,2,ethiopia,1.702737136491302
neonatal_sepsis,draw_150,40.66066,Female,3,ethiopia,2.1648038166383747
neonatal_sepsis,draw_150,40.66066,Male,3,ethiopia,2.0452412177808528
neonatal_sepsis,draw_150,40.77077,Female,2,ethiopia,1.922658191779005
neonatal_sepsis,draw_150,40.77077,Male,2,ethiopia,1.7053792343508092
neonatal_sepsis,draw_150,40.77077,Female,3,ethiopia,2.166483087937495
neonatal_sepsis,draw_150,40.77077,Male,3,ethiopia,2.0472075882187886
neonatal_sepsis,draw_150,40.88088,Female,2,ethiopia,1.924930515176639
neonatal_sepsis,draw_150,40.88088,Male,2,ethiopia,1.7080180649131822
neonatal_sepsis,draw_150,40.88088,Female,3,ethiopia,2.1681563625466342
neonatal_sepsis,draw_150,40.88088,Male,3,ethiopia,2.049168740101186
neonatal_sepsis,draw_150,40.99099,Female,2,ethiopia,1.9271978635295606
neonatal_sepsis,draw_150,40.99099,Male,2,ethiopia,1.7106543797738962
neonatal_sepsis,draw_150,40.99099,Female,3,ethiopia,2.169823799956466
neonatal_sepsis,draw_150,40.99099,Male,3,ethiopia,2.051125312051132
neonatal_sepsis,draw_150,41.1011,Female,2,ethiopia,1.9294594257486894
neonatal_sepsis,draw_150,41.1011,Male,2,ethiopia,1.7132868262750365
neonatal_sepsis,draw_150,41.1011,Female,3,ethiopia,2.1714848301325294
neonatal_sepsis,draw_150,41.1011,Male,3,ethiopia,2.053076324432831
neonatal_sepsis,draw_150,41.21121,Female,2,ethiopia,1.9317158021865404
neonatal_sepsis,draw_150,41.21121,Male,2,ethiopia,1.715916277284913
neonatal_sepsis,draw_150,41.21121,Female,3,ethiopia,2.17314002138038
neonatal_sepsis,draw_150,41.21121,Male,3,ethiopia,2.0550222535238345
neonatal_sepsis,draw_150,41.32132,Female,2,ethiopia,1.9339660816680788
neonatal_sepsis,draw_150,41.32132,Male,2,ethiopia,1.7185428694688523
neonatal_sepsis,draw_150,41.32132,Female,3,ethiopia,2.1747887820047165
neonatal_sepsis,draw_150,41.32132,Male,3,ethiopia,2.0569632950234737
neonatal_sepsis,draw_150,41.43143,Female,2,ethiopia,1.9362106978884306
neonatal_sepsis,draw_150,41.43143,Male,2,ethiopia,1.721165756762611
neonatal_sepsis,draw_150,41.43143,Female,3,ethiopia,2.1764313932811326
neonatal_sepsis,draw_150,41.43143,Male,3,ethiopia,2.0588985818615355
neonatal_sepsis,draw_150,41.54154,Female,2,ethiopia,1.9384495354603728
neonatal_sepsis,draw_150,41.54154,Male,2,ethiopia,1.7237860965228804
neonatal_sepsis,draw_150,41.54154,Female,3,ethiopia,2.1780678647866747
neonatal_sepsis,draw_150,41.54154,Male,3,ethiopia,2.06082910243174
neonatal_sepsis,draw_150,41.65165,Female,2,ethiopia,1.9406830834709372
neonatal_sepsis,draw_150,41.65165,Male,2,ethiopia,1.726403372250834
neonatal_sepsis,draw_150,41.65165,Female,3,ethiopia,2.1796982011183825
neonatal_sepsis,draw_150,41.65165,Male,3,ethiopia,2.0627544843693078
neonatal_sepsis,draw_150,41.76176,Female,2,ethiopia,1.94291113143798
neonatal_sepsis,draw_150,41.76176,Male,2,ethiopia,1.729016822074605
neonatal_sepsis,draw_150,41.76176,Female,3,ethiopia,2.181322114338298
neonatal_sepsis,draw_150,41.76176,Male,3,ethiopia,2.064673841226608
neonatal_sepsis,draw_150,41.87187,Female,2,ethiopia,1.9451331282667315
neonatal_sepsis,draw_150,41.87187,Male,2,ethiopia,1.7316268194154898
neonatal_sepsis,draw_150,41.87187,Female,3,ethiopia,2.182939825610209
neonatal_sepsis,draw_150,41.87187,Male,3,ethiopia,2.0665878159961557
neonatal_sepsis,draw_150,41.98198,Female,2,ethiopia,1.9473506803894465
neonatal_sepsis,draw_150,41.98198,Male,2,ethiopia,1.7342323754794753
neonatal_sepsis,draw_150,41.98198,Female,3,ethiopia,2.184552010585195
neonatal_sepsis,draw_150,41.98198,Male,3,ethiopia,2.0684957337003045
neonatal_sepsis,draw_150,42.09209,Female,2,ethiopia,1.9495635888731586
neonatal_sepsis,draw_150,42.09209,Male,2,ethiopia,1.7368359310085897
neonatal_sepsis,draw_150,42.09209,Female,3,ethiopia,2.1861581866198887
neonatal_sepsis,draw_150,42.09209,Male,3,ethiopia,2.0703993423391696
neonatal_sepsis,draw_150,42.2022,Female,2,ethiopia,1.9517698231357503
neonatal_sepsis,draw_150,42.2022,Male,2,ethiopia,1.7394355678765459
neonatal_sepsis,draw_150,42.2022,Female,3,ethiopia,2.187757160903681
neonatal_sepsis,draw_150,42.2022,Male,3,ethiopia,2.0722972071448065
neonatal_sepsis,draw_150,42.31231,Female,2,ethiopia,1.9539712422328048
neonatal_sepsis,draw_150,42.31231,Male,2,ethiopia,1.7420324881446687
neonatal_sepsis,draw_150,42.31231,Female,3,ethiopia,2.1893504615252226
neonatal_sepsis,draw_150,42.31231,Male,3,ethiopia,2.074189985656476
neonatal_sepsis,draw_150,42.42242,Female,2,ethiopia,1.9561659966219425
neonatal_sepsis,draw_150,42.42242,Male,2,ethiopia,1.744625611999864
neonatal_sepsis,draw_150,42.42242,Female,3,ethiopia,2.1909367192962708
neonatal_sepsis,draw_150,42.42242,Male,3,ethiopia,2.0760771085372833
neonatal_sepsis,draw_150,42.53253,Female,2,ethiopia,1.9583534298990175
neonatal_sepsis,draw_150,42.53253,Male,2,ethiopia,1.747214501202788
neonatal_sepsis,draw_150,42.53253,Female,3,ethiopia,2.1925151643249614
neonatal_sepsis,draw_150,42.53253,Male,3,ethiopia,2.077957790970799
neonatal_sepsis,draw_150,42.64264,Female,2,ethiopia,1.9605346461839628
