location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_26,Female,0.0,0.01917808,40.0,0.7221205716083927
ethiopia,draw_26,Male,0.0,0.01917808,40.0,0.6237527718697035
ethiopia,draw_26,Female,0.01917808,0.07671233,40.0,0.7568118151631595
ethiopia,draw_26,Male,0.01917808,0.07671233,40.0,0.7237058431160508
nigeria,draw_26,Female,0.0,0.01917808,40.0,0.6616788324611367
nigeria,draw_26,Male,0.0,0.01917808,40.0,0.6454738803765001
nigeria,draw_26,Female,0.01917808,0.07671233,40.0,0.7119807671432385
nigeria,draw_26,Male,0.01917808,0.07671233,40.0,0.7357815167458798
pakistan,draw_26,Female,0.0,0.01917808,40.0,0.3314090037780995
pakistan,draw_26,Male,0.0,0.01917808,40.0,0.4112484048755101
pakistan,draw_26,Female,0.01917808,0.07671233,40.0,0.45060535664660745
pakistan,draw_26,Male,0.01917808,0.07671233,40.0,0.5407707520808008
ethiopia,draw_26,Female,0.0,0.01917808,40.11011,0.7231763364987321
ethiopia,draw_26,Male,0.0,0.01917808,40.11011,0.6247842148645851
ethiopia,draw_26,Female,0.01917808,0.07671233,40.11011,0.7576302420512148
ethiopia,draw_26,Male,0.01917808,0.07671233,40.11011,0.7245435558026093
nigeria,draw_26,Female,0.0,0.01917808,40.11011,0.6627926964592104
nigeria,draw_26,Male,0.0,0.01917808,40.11011,0.6465222085358552
nigeria,draw_26,Female,0.01917808,0.07671233,40.11011,0.7128430384517344
nigeria,draw_26,Male,0.01917808,0.07671233,40.11011,0.7366226670745526
pakistan,draw_26,Female,0.0,0.01917808,40.11011,0.3324366315043394
pakistan,draw_26,Male,0.0,0.01917808,40.11011,0.4122826458681167
pakistan,draw_26,Female,0.01917808,0.07671233,40.11011,0.45152966964452007
pakistan,draw_26,Male,0.01917808,0.07671233,40.11011,0.5417136655448395
ethiopia,draw_26,Female,0.0,0.01917808,40.22022,0.7242322716193599
ethiopia,draw_26,Male,0.0,0.01917808,40.22022,0.6258160440160914
ethiopia,draw_26,Female,0.01917808,0.07671233,40.22022,0.7584488191437136
ethiopia,draw_26,Male,0.01917808,0.07671233,40.22022,0.7253813314465052
nigeria,draw_26,Female,0.0,0.01917808,40.22022,0.6639063880568803
nigeria,draw_26,Male,0.0,0.01917808,40.22022,0.6475709760520135
nigeria,draw_26,Female,0.01917808,0.07671233,40.22022,0.7137052849662064
nigeria,draw_26,Male,0.01917808,0.07671233,40.22022,0.7374638923033329
pakistan,draw_26,Female,0.0,0.01917808,40.22022,0.3334670879174014
pakistan,draw_26,Male,0.0,0.01917808,40.22022,0.4133185451564046
pakistan,draw_26,Female,0.01917808,0.07671233,40.22022,0.45245548860926554
pakistan,draw_26,Male,0.01917808,0.07671233,40.22022,0.5426574129066819
ethiopia,draw_26,Female,0.0,0.01917808,40.33033,0.7252885718219516
ethiopia,draw_26,Male,0.0,0.01917808,40.33033,0.6268482636777074
ethiopia,draw_26,Female,0.01917808,0.07671233,40.33033,0.7592677404541486
ethiopia,draw_26,Male,0.01917808,0.07671233,40.33033,0.7262191123705947
nigeria,draw_26,Female,0.0,0.01917808,40.33033,0.6650202892239108
nigeria,draw_26,Male,0.0,0.01917808,40.33033,0.6486201034524692
nigeria,draw_26,Female,0.01917808,0.07671233,40.33033,0.714567844888874
nigeria,draw_26,Male,0.01917808,0.07671233,40.33033,0.7383051639520851
pakistan,draw_26,Female,0.0,0.01917808,40.33033,0.33450015217583406
pakistan,draw_26,Male,0.0,0.01917808,40.33033,0.4143562170420354
pakistan,draw_26,Female,0.01917808,0.07671233,40.33033,0.4533827465085074
pakistan,draw_26,Male,0.01917808,0.07671233,40.33033,0.5436019777951223
