location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_218,Female,0.0,0.01917808,40.0,3.54413767052709
ethiopia,draw_218,Male,0.0,0.01917808,40.0,3.081596037520498
nigeria,draw_218,Female,0.0,0.01917808,40.0,3.2935285826052434
nigeria,draw_218,Male,0.0,0.01917808,40.0,3.160306454849967
pakistan,draw_218,Female,0.0,0.01917808,40.0,1.3264910948467088
pakistan,draw_218,Male,0.0,0.01917808,40.0,1.5561261518219052
ethiopia,draw_218,Female,0.0,0.01917808,40.11011,3.548780781471859
ethiopia,draw_218,Male,0.0,0.01917808,40.11011,3.0863600816147327
nigeria,draw_218,Female,0.0,0.01917808,40.11011,3.2984198459160896
nigeria,draw_218,Male,0.0,0.01917808,40.11011,3.164707785876636
pakistan,draw_218,Female,0.0,0.01917808,40.11011,1.3309672070762204
pakistan,draw_218,Male,0.0,0.01917808,40.11011,1.5608462177545488
ethiopia,draw_218,Female,0.0,0.01917808,40.22022,3.5534112387563765
ethiopia,draw_218,Male,0.0,0.01917808,40.22022,3.091116346187357
nigeria,draw_218,Female,0.0,0.01917808,40.22022,3.303302255236101
nigeria,draw_218,Male,0.0,0.01917808,40.22022,3.169098446606435
pakistan,draw_218,Female,0.0,0.01917808,40.22022,1.3354548885070192
pakistan,draw_218,Male,0.0,0.01917808,40.22022,1.5655769203499947
ethiopia,draw_218,Female,0.0,0.01917808,40.33033,3.558028353059179
ethiopia,draw_218,Male,0.0,0.01917808,40.33033,3.09586491655414
nigeria,draw_218,Female,0.0,0.01917808,40.33033,3.308173724354632
nigeria,draw_218,Male,0.0,0.01917808,40.33033,3.173481486557643
pakistan,draw_218,Female,0.0,0.01917808,40.33033,1.3399540905250615
pakistan,draw_218,Male,0.0,0.01917808,40.33033,1.570317607183797
ethiopia,draw_218,Female,0.0,0.01917808,40.44044,3.5626327117820384
ethiopia,draw_218,Male,0.0,0.01917808,40.44044,3.1006053834017258
nigeria,draw_218,Female,0.0,0.01917808,40.44044,3.31303412595224
nigeria,draw_218,Male,0.0,0.01917808,40.44044,3.1778544988417297
pakistan,draw_218,Female,0.0,0.01917808,40.44044,1.3444656127057706
pakistan,draw_218,Male,0.0,0.01917808,40.44044,1.5750686920926678
ethiopia,draw_218,Female,0.0,0.01917808,40.55055,3.567222632445399
ethiopia,draw_218,Male,0.0,0.01917808,40.55055,3.1053389574603374
nigeria,draw_218,Female,0.0,0.01917808,40.55055,3.317882453989322
nigeria,draw_218,Male,0.0,0.01917808,40.55055,3.1822185580274747
pakistan,draw_218,Female,0.0,0.01917808,40.55055,1.348989221231697
pakistan,draw_218,Male,0.0,0.01917808,40.55055,1.5798291887289984
ethiopia,draw_218,Female,0.0,0.01917808,40.66066,3.5717975057027984
ethiopia,draw_218,Male,0.0,0.01917808,40.66066,3.1100627792625213
nigeria,draw_218,Female,0.0,0.01917808,40.66066,3.32271997412101
nigeria,draw_218,Male,0.0,0.01917808,40.66066,3.1865719987058885
pakistan,draw_218,Female,0.0,0.01917808,40.66066,1.3535242698433338
pakistan,draw_218,Male,0.0,0.01917808,40.66066,1.5845996657964012
ethiopia,draw_218,Female,0.0,0.01917808,40.77077,3.5763558317994875
ethiopia,draw_218,Male,0.0,0.01917808,40.77077,3.1147765607643683
nigeria,draw_218,Female,0.0,0.01917808,40.77077,3.3275440679426294
nigeria,draw_218,Male,0.0,0.01917808,40.77077,3.190913669463004
pakistan,draw_218,Female,0.0,0.01917808,40.77077,1.3580710785096208
pakistan,draw_218,Male,0.0,0.01917808,40.77077,1.58937965682348
ethiopia,draw_218,Female,0.0,0.01917808,40.88088,3.580900325996017
ethiopia,draw_218,Male,0.0,0.01917808,40.88088,3.1194822997334546
nigeria,draw_218,Female,0.0,0.01917808,40.88088,3.332355671833966
nigeria,draw_218,Male,0.0,0.01917808,40.88088,3.195244687654967
pakistan,draw_218,Female,0.0,0.01917808,40.88088,1.3626309493156128
pakistan,draw_218,Male,0.0,0.01917808,40.88088,1.594170278663769
ethiopia,draw_218,Female,0.0,0.01917808,40.99099,3.585430364533643
ethiopia,draw_218,Male,0.0,0.01917808,40.99099,3.1241804747563897
nigeria,draw_218,Female,0.0,0.01917808,40.99099,3.3371575070385195
nigeria,draw_218,Male,0.0,0.01917808,40.99099,3.199565588405847
pakistan,draw_218,Female,0.0,0.01917808,40.99099,1.367204981185947
pakistan,draw_218,Male,0.0,0.01917808,40.99099,1.598971075713956
ethiopia,draw_218,Female,0.0,0.01917808,41.1011,3.58994587827503
ethiopia,draw_218,Male,0.0,0.01917808,41.1011,3.1288688559549898
nigeria,draw_218,Female,0.0,0.01917808,41.1011,3.341945110982284
nigeria,draw_218,Male,0.0,0.01917808,41.1011,3.2038762401804446
pakistan,draw_218,Female,0.0,0.01917808,41.1011,1.371792397059038
pakistan,draw_218,Male,0.0,0.01917808,41.1011,1.603782613769753
ethiopia,draw_218,Female,0.0,0.01917808,41.21121,3.5944460902765063
