location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_428,Female,0.0,0.01917808,40.0,2.166734169372801
ethiopia,draw_428,Male,0.0,0.01917808,40.0,1.9719188449551408
nigeria,draw_428,Female,0.0,0.01917808,40.0,1.9983086974924664
nigeria,draw_428,Male,0.0,0.01917808,40.0,2.111887730576208
pakistan,draw_428,Female,0.0,0.01917808,40.0,0.8668443963906759
pakistan,draw_428,Male,0.0,0.01917808,40.0,1.1035446819662529
ethiopia,draw_428,Female,0.0,0.01917808,40.11011,2.1694704431382976
ethiopia,draw_428,Male,0.0,0.01917808,40.11011,1.9752117655072308
nigeria,draw_428,Female,0.0,0.01917808,40.11011,2.0011952086217533
nigeria,draw_428,Male,0.0,0.01917808,40.11011,2.114863002188468
pakistan,draw_428,Female,0.0,0.01917808,40.11011,0.8697218340443478
pakistan,draw_428,Male,0.0,0.01917808,40.11011,1.1069020210080307
ethiopia,draw_428,Female,0.0,0.01917808,40.22022,2.1722016799580244
ethiopia,draw_428,Male,0.0,0.01917808,40.22022,1.9785011108799784
nigeria,draw_428,Female,0.0,0.01917808,40.22022,2.00407777654192
nigeria,draw_428,Male,0.0,0.01917808,40.22022,2.1178342268483856
pakistan,draw_428,Female,0.0,0.01917808,40.22022,0.8726078875195383
pakistan,draw_428,Male,0.0,0.01917808,40.22022,1.1102678923051963
ethiopia,draw_428,Female,0.0,0.01917808,40.33033,2.174927642471564
ethiopia,draw_428,Male,0.0,0.01917808,40.33033,1.9817880150652731
nigeria,draw_428,Female,0.0,0.01917808,40.33033,2.006957276207839
nigeria,draw_428,Male,0.0,0.01917808,40.33033,2.120800069420144
pakistan,draw_428,Female,0.0,0.01917808,40.33033,0.8755023296038891
pakistan,draw_428,Male,0.0,0.01917808,40.33033,1.1136422262424817
ethiopia,draw_428,Female,0.0,0.01917808,40.44044,2.1776485068643945
ethiopia,draw_428,Male,0.0,0.01917808,40.44044,1.9850713387302368
nigeria,draw_428,Female,0.0,0.01917808,40.44044,2.009831781544833
nigeria,draw_428,Male,0.0,0.01917808,40.44044,2.123761800739528
