location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_35,Female,0.0,0.01917808,40.0,0.7821544351931399
ethiopia,draw_35,Male,0.0,0.01917808,40.0,0.7121459770344226
ethiopia,draw_35,Female,0.01917808,0.07671233,40.0,0.8468107622287946
ethiopia,draw_35,Male,0.01917808,0.07671233,40.0,0.7956064333173438
nigeria,draw_35,Female,0.0,0.01917808,40.0,0.7311127210752718
nigeria,draw_35,Male,0.0,0.01917808,40.0,0.7350840924918277
nigeria,draw_35,Female,0.01917808,0.07671233,40.0,0.8116028819777529
nigeria,draw_35,Male,0.01917808,0.07671233,40.0,0.8084661754065497
pakistan,draw_35,Female,0.0,0.01917808,40.0,0.4199370704476479
pakistan,draw_35,Male,0.0,0.01917808,40.0,0.4657756547193519
pakistan,draw_35,Female,0.01917808,0.07671233,40.0,0.5384318576504185
pakistan,draw_35,Male,0.01917808,0.07671233,40.0,0.585102707586125
ethiopia,draw_35,Female,0.0,0.01917808,40.11011,0.7833044616318301
ethiopia,draw_35,Male,0.0,0.01917808,40.11011,0.7133132289958023
ethiopia,draw_35,Female,0.01917808,0.07671233,40.11011,0.8477223040749091
ethiopia,draw_35,Male,0.01917808,0.07671233,40.11011,0.7965697083485959
nigeria,draw_35,Female,0.0,0.01917808,40.11011,0.7322958157432216
nigeria,draw_35,Male,0.0,0.01917808,40.11011,0.736274943106245
nigeria,draw_35,Female,0.01917808,0.07671233,40.11011,0.8125579797572114
nigeria,draw_35,Male,0.01917808,0.07671233,40.11011,0.8094372755093835
pakistan,draw_35,Female,0.0,0.01917808,40.11011,0.4210491783456764
pakistan,draw_35,Male,0.0,0.01917808,40.11011,0.4669549910441515
pakistan,draw_35,Female,0.01917808,0.07671233,40.11011,0.5394599424131028
pakistan,draw_35,Male,0.01917808,0.07671233,40.11011,0.5861799190522257
ethiopia,draw_35,Female,0.0,0.01917808,40.22022,0.7844543769148578
ethiopia,draw_35,Male,0.0,0.01917808,40.22022,0.7144807596672132
