location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_420,Female,0.0,0.01917808,40.0,2.1723684906910754
ethiopia,draw_420,Male,0.0,0.01917808,40.0,2.060934873334954
nigeria,draw_420,Female,0.0,0.01917808,40.0,2.0178282338032183
nigeria,draw_420,Male,0.0,0.01917808,40.0,2.1038812006319434
pakistan,draw_420,Female,0.0,0.01917808,40.0,0.8243773151525937
pakistan,draw_420,Male,0.0,0.01917808,40.0,1.040510172360012
ethiopia,draw_420,Female,0.0,0.01917808,40.11011,2.175172875362408
ethiopia,draw_420,Male,0.0,0.01917808,40.11011,2.0637836008494026
nigeria,draw_420,Female,0.0,0.01917808,40.11011,2.020778732504624
nigeria,draw_420,Male,0.0,0.01917808,40.11011,2.106549050467236
pakistan,draw_420,Female,0.0,0.01917808,40.11011,0.8271136237718498
pakistan,draw_420,Male,0.0,0.01917808,40.11011,1.0436668485818308
ethiopia,draw_420,Female,0.0,0.01917808,40.22022,2.177972058920421
ethiopia,draw_420,Male,0.0,0.01917808,40.22022,2.066627320417053
nigeria,draw_420,Female,0.0,0.01917808,40.22022,2.0237256733089533
nigeria,draw_420,Male,0.0,0.01917808,40.22022,2.109213171747907
pakistan,draw_420,Female,0.0,0.01917808,40.22022,0.829858845099864
pakistan,draw_420,Male,0.0,0.01917808,40.22022,1.046831786397178
ethiopia,draw_420,Female,0.0,0.01917808,40.33033,2.180766871386824
ethiopia,draw_420,Male,0.0,0.01917808,40.33033,2.0694668739298203
nigeria,draw_420,Female,0.0,0.01917808,40.33033,2.026668306316563
nigeria,draw_420,Male,0.0,0.01917808,40.33033,2.111872100896037
pakistan,draw_420,Female,0.0,0.01917808,40.33033,0.8326132889880762
pakistan,draw_420,Male,0.0,0.01917808,40.33033,1.0500051291399817
ethiopia,draw_420,Female,0.0,0.01917808,40.44044,2.1835567976878214
ethiopia,draw_420,Male,0.0,0.01917808,40.44044,2.072303143239348
nigeria,draw_420,Female,0.0,0.01917808,40.44044,2.029607601044037
nigeria,draw_420,Male,0.0,0.01917808,40.44044,2.1145262241404468
pakistan,draw_420,Female,0.0,0.01917808,40.44044,0.8353762599526205
pakistan,draw_420,Male,0.0,0.01917808,40.44044,1.0531866604783768
ethiopia,draw_420,Female,0.0,0.01917808,40.55055,2.1863408502526505
ethiopia,draw_420,Male,0.0,0.01917808,40.55055,2.075133311801109
nigeria,draw_420,Female,0.0,0.01917808,40.55055,2.032542612742911
nigeria,draw_420,Male,0.0,0.01917808,40.55055,2.117174364786688
pakistan,draw_420,Female,0.0,0.01917808,40.55055,0.8381467026161225
pakistan,draw_420,Male,0.0,0.01917808,40.55055,1.0563759302457778
ethiopia,draw_420,Female,0.0,0.01917808,40.66066,2.1891195720024577
ethiopia,draw_420,Male,0.0,0.01917808,40.66066,2.077958187805507
nigeria,draw_420,Female,0.0,0.01917808,40.66066,2.0354728127327872
nigeria,draw_420,Male,0.0,0.01917808,40.66066,2.119817056197393
pakistan,draw_420,Female,0.0,0.01917808,40.66066,0.8409254268122635
pakistan,draw_420,Male,0.0,0.01917808,40.66066,1.0595718025612473
ethiopia,draw_420,Female,0.0,0.01917808,40.77077,2.1918921612336875
ethiopia,draw_420,Male,0.0,0.01917808,40.77077,2.0807779559939736
nigeria,draw_420,Female,0.0,0.01917808,40.77077,2.0383985513117606
nigeria,draw_420,Male,0.0,0.01917808,40.77077,2.122453752449751
pakistan,draw_420,Female,0.0,0.01917808,40.77077,0.843711885478608
pakistan,draw_420,Male,0.0,0.01917808,40.77077,1.0627745118353698
ethiopia,draw_420,Female,0.0,0.01917808,40.88088,2.1946585459204337
ethiopia,draw_420,Male,0.0,0.01917808,40.88088,2.0835923084716907
nigeria,draw_420,Female,0.0,0.01917808,40.88088,2.041318671267116
nigeria,draw_420,Male,0.0,0.01917808,40.88088,2.12508448118063
pakistan,draw_420,Female,0.0,0.01917808,40.88088,0.846506241340235
pakistan,draw_420,Male,0.0,0.01917808,40.88088,1.065985556873328
