location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_368,Female,0.0,0.01917808,40.0,1.5546027066279016
ethiopia,draw_368,Male,0.0,0.01917808,40.0,1.338201388695829
nigeria,draw_368,Female,0.0,0.01917808,40.0,1.522031800036572
nigeria,draw_368,Male,0.0,0.01917808,40.0,1.40027223547117
pakistan,draw_368,Female,0.0,0.01917808,40.0,0.7332134393423942
pakistan,draw_368,Male,0.0,0.01917808,40.0,0.741930110487883
ethiopia,draw_368,Female,0.0,0.01917808,40.11011,1.5564625176711395
ethiopia,draw_368,Male,0.0,0.01917808,40.11011,1.340259423350834
nigeria,draw_368,Female,0.0,0.01917808,40.11011,1.52397770712965
nigeria,draw_368,Male,0.0,0.01917808,40.11011,1.4021617848937125
pakistan,draw_368,Female,0.0,0.01917808,40.11011,0.7354351535871859
pakistan,draw_368,Male,0.0,0.01917808,40.11011,0.744215789913785
ethiopia,draw_368,Female,0.0,0.01917808,40.22022,1.5583198784405488
ethiopia,draw_368,Male,0.0,0.01917808,40.22022,1.3423155359283203
nigeria,draw_368,Female,0.0,0.01917808,40.22022,1.525921129588589
nigeria,draw_368,Male,0.0,0.01917808,40.22022,1.4040487151330052
pakistan,draw_368,Female,0.0,0.01917808,40.22022,0.7376627392177224
pakistan,draw_368,Male,0.0,0.01917808,40.22022,0.7465076438171279
ethiopia,draw_368,Female,0.0,0.01917808,40.33033,1.5601742313807507
ethiopia,draw_368,Male,0.0,0.01917808,40.33033,1.3443710201845962
nigeria,draw_368,Female,0.0,0.01917808,40.33033,1.5278623150485964
nigeria,draw_368,Male,0.0,0.01917808,40.33033,1.4059345026132797
pakistan,draw_368,Female,0.0,0.01917808,40.33033,0.7398960471201455
pakistan,draw_368,Male,0.0,0.01917808,40.33033,0.7488056403199949
ethiopia,draw_368,Female,0.0,0.01917808,40.44044,1.5620253279790364
ethiopia,draw_368,Male,0.0,0.01917808,40.44044,1.3464247496446384
nigeria,draw_368,Female,0.0,0.01917808,40.44044,1.529800681980062
nigeria,draw_368,Male,0.0,0.01917808,40.44044,1.4078175193438462
pakistan,draw_368,Female,0.0,0.01917808,40.44044,0.7421347537632548
pakistan,draw_368,Male,0.0,0.01917808,40.44044,0.7511100293799716
ethiopia,draw_368,Female,0.0,0.01917808,40.55055,1.5638737552782085
ethiopia,draw_368,Male,0.0,0.01917808,40.55055,1.348477306490422
nigeria,draw_368,Female,0.0,0.01917808,40.55055,1.5317360351020524
nigeria,draw_368,Male,0.0,0.01917808,40.55055,1.4096986651023269
pakistan,draw_368,Female,0.0,0.01917808,40.55055,0.7443788734444817
pakistan,draw_368,Male,0.0,0.01917808,40.55055,0.7534206508612614
ethiopia,draw_368,Female,0.0,0.01917808,40.66066,1.5657186943030734
ethiopia,draw_368,Male,0.0,0.01917808,40.66066,1.3505279052551475
nigeria,draw_368,Female,0.0,0.01917808,40.66066,1.5336690131614592
nigeria,draw_368,Male,0.0,0.01917808,40.66066,1.4115774800950016
pakistan,draw_368,Female,0.0,0.01917808,40.66066,0.7466286383110872
pakistan,draw_368,Male,0.0,0.01917808,40.66066,0.7557372971951489
ethiopia,draw_368,Female,0.0,0.01917808,40.77077,1.5675599915968312
ethiopia,draw_368,Male,0.0,0.01917808,40.77077,1.3525765250648034
nigeria,draw_368,Female,0.0,0.01917808,40.77077,1.5355989534168195
nigeria,draw_368,Male,0.0,0.01917808,40.77077,1.4134539480560129
pakistan,draw_368,Female,0.0,0.01917808,40.77077,0.7488839532969249
pakistan,draw_368,Male,0.0,0.01917808,40.77077,0.7580600164835036
ethiopia,draw_368,Female,0.0,0.01917808,40.88088,1.5693981140721722
ethiopia,draw_368,Male,0.0,0.01917808,40.88088,1.3546236469328512
nigeria,draw_368,Female,0.0,0.01917808,40.88088,1.5375253243703737
nigeria,draw_368,Male,0.0,0.01917808,40.88088,1.415328067902019
pakistan,draw_368,Female,0.0,0.01917808,40.88088,0.751144514920823
pakistan,draw_368,Male,0.0,0.01917808,40.88088,0.76038929123069
ethiopia,draw_368,Female,0.0,0.01917808,40.99099,1.5712334438170328
ethiopia,draw_368,Male,0.0,0.01917808,40.99099,1.3566686756092796
nigeria,draw_368,Female,0.0,0.01917808,40.99099,1.5394490915312862
nigeria,draw_368,Male,0.0,0.01917808,40.99099,1.4172006535852222
pakistan,draw_368,Female,0.0,0.01917808,40.99099,0.7534103038167781
pakistan,draw_368,Male,0.0,0.01917808,40.99099,0.7627248523207483
