location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_272,Female,0.0,0.01917808,40.0,0.5676096491245549
ethiopia,draw_272,Male,0.0,0.01917808,40.0,0.5488831514020553
nigeria,draw_272,Female,0.0,0.01917808,40.0,0.5306226460782775
nigeria,draw_272,Male,0.0,0.01917808,40.0,0.5559657131844548
pakistan,draw_272,Female,0.0,0.01917808,40.0,0.2765630589513967
pakistan,draw_272,Male,0.0,0.01917808,40.0,0.336787848000168
ethiopia,draw_272,Female,0.0,0.01917808,40.11011,0.5685014349444566
ethiopia,draw_272,Male,0.0,0.01917808,40.11011,0.5497479306138332
nigeria,draw_272,Female,0.0,0.01917808,40.11011,0.5315359858093693
nigeria,draw_272,Male,0.0,0.01917808,40.11011,0.5568458186643025
pakistan,draw_272,Female,0.0,0.01917808,40.11011,0.2773601936896429
pakistan,draw_272,Male,0.0,0.01917808,40.11011,0.3376763971527389
ethiopia,draw_272,Female,0.0,0.01917808,40.22022,0.5693932474752114
ethiopia,draw_272,Male,0.0,0.01917808,40.22022,0.5506132094403172
nigeria,draw_272,Female,0.0,0.01917808,40.22022,0.5324501283538836
nigeria,draw_272,Male,0.0,0.01917808,40.22022,0.5577263069290245
pakistan,draw_272,Female,0.0,0.01917808,40.22022,0.2781591900615208
pakistan,draw_272,Male,0.0,0.01917808,40.22022,0.3385666584347565
ethiopia,draw_272,Female,0.0,0.01917808,40.33033,0.570285913367268
ethiopia,draw_272,Male,0.0,0.01917808,40.33033,0.5514790288406567
nigeria,draw_272,Female,0.0,0.01917808,40.33033,0.5333651099297728
nigeria,draw_272,Male,0.0,0.01917808,40.33033,0.5586075458397822
pakistan,draw_272,Female,0.0,0.01917808,40.33033,0.2789601084796337
pakistan,draw_272,Male,0.0,0.01917808,40.33033,0.3394587100241276
ethiopia,draw_272,Female,0.0,0.01917808,40.44044,0.571178550376331
ethiopia,draw_272,Male,0.0,0.01917808,40.44044,0.5523455246477612
nigeria,draw_272,Female,0.0,0.01917808,40.44044,0.534280706349802
nigeria,draw_272,Male,0.0,0.01917808,40.44044,0.5594890704779202
pakistan,draw_272,Female,0.0,0.01917808,40.44044,0.279762853795265
pakistan,draw_272,Male,0.0,0.01917808,40.44044,0.3403525787962068
ethiopia,draw_272,Female,0.0,0.01917808,40.55055,0.572072350112382
ethiopia,draw_272,Male,0.0,0.01917808,40.55055,0.553212561047121
nigeria,draw_272,Female,0.0,0.01917808,40.55055,0.5351969399442565
nigeria,draw_272,Male,0.0,0.01917808,40.55055,0.5603709752969898
pakistan,draw_272,Female,0.0,0.01917808,40.55055,0.2805675624877292
pakistan,draw_272,Male,0.0,0.01917808,40.55055,0.3412481284085077
ethiopia,draw_272,Female,0.0,0.01917808,40.66066,0.5729657668131051
ethiopia,draw_272,Male,0.0,0.01917808,40.66066,0.5540799096285701
nigeria,draw_272,Female,0.0,0.01917808,40.66066,0.5361140533411128
nigeria,draw_272,Male,0.0,0.01917808,40.66066,0.5612533131512291
pakistan,draw_272,Female,0.0,0.01917808,40.66066,0.2813741848428942
pakistan,draw_272,Male,0.0,0.01917808,40.66066,0.3421452860456838
ethiopia,draw_272,Female,0.0,0.01917808,40.77077,0.573859857669552
ethiopia,draw_272,Male,0.0,0.01917808,40.77077,0.5549476865362749
nigeria,draw_272,Female,0.0,0.01917808,40.77077,0.5370313236403624
nigeria,draw_272,Male,0.0,0.01917808,40.77077,0.5621360906101521
pakistan,draw_272,Female,0.0,0.01917808,40.77077,0.2821826577409098
pakistan,draw_272,Male,0.0,0.01917808,40.77077,0.3430440778816607
ethiopia,draw_272,Female,0.0,0.01917808,40.88088,0.5747543575949421
ethiopia,draw_272,Male,0.0,0.01917808,40.88088,0.5558161224247601
nigeria,draw_272,Female,0.0,0.01917808,40.88088,0.5379494309982097
nigeria,draw_272,Male,0.0,0.01917808,40.88088,0.5630191181442431
pakistan,draw_272,Female,0.0,0.01917808,40.88088,0.2829930595518013
pakistan,draw_272,Male,0.0,0.01917808,40.88088,0.3439444506093376
ethiopia,draw_272,Female,0.0,0.01917808,40.99099,0.5756492968793014
ethiopia,draw_272,Male,0.0,0.01917808,40.99099,0.5566847558589328
nigeria,draw_272,Female,0.0,0.01917808,40.99099,0.5388682942801669
nigeria,draw_272,Male,0.0,0.01917808,40.99099,0.5639025910705965
pakistan,draw_272,Female,0.0,0.01917808,40.99099,0.2838055083172456
pakistan,draw_272,Male,0.0,0.01917808,40.99099,0.3448464764746103
ethiopia,draw_272,Female,0.0,0.01917808,41.1011,0.5765443644845586
