location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_22,Female,0.0,0.01917808,40.0,0.5832633048136633
ethiopia,draw_22,Male,0.0,0.01917808,40.0,0.553128787192865
ethiopia,draw_22,Female,0.01917808,0.07671233,40.0,0.6122355601841777
ethiopia,draw_22,Male,0.01917808,0.07671233,40.0,0.6212740151024162
nigeria,draw_22,Female,0.0,0.01917808,40.0,0.5645123896360694
nigeria,draw_22,Male,0.0,0.01917808,40.0,0.5544586657289805
nigeria,draw_22,Female,0.01917808,0.07671233,40.0,0.5947756515386488
nigeria,draw_22,Male,0.01917808,0.07671233,40.0,0.6194898591993514
pakistan,draw_22,Female,0.0,0.01917808,40.0,0.2954749161555278
pakistan,draw_22,Male,0.0,0.01917808,40.0,0.37367110633628203
pakistan,draw_22,Female,0.01917808,0.07671233,40.0,0.3820971314364199
pakistan,draw_22,Male,0.01917808,0.07671233,40.0,0.46886690401279274
ethiopia,draw_22,Female,0.0,0.01917808,40.11011,0.5841849313641817
ethiopia,draw_22,Male,0.0,0.01917808,40.11011,0.5539843572438594
ethiopia,draw_22,Female,0.01917808,0.07671233,40.11011,0.6129927837536575
ethiopia,draw_22,Male,0.01917808,0.07671233,40.11011,0.6219999758039488
nigeria,draw_22,Female,0.0,0.01917808,40.11011,0.5654373635755824
nigeria,draw_22,Male,0.0,0.01917808,40.11011,0.5553461760289706
nigeria,draw_22,Female,0.01917808,0.07671233,40.11011,0.5955434431138293
nigeria,draw_22,Male,0.01917808,0.07671233,40.11011,0.6202327310328174
pakistan,draw_22,Female,0.0,0.01917808,40.11011,0.29633945090622366
pakistan,draw_22,Male,0.0,0.01917808,40.11011,0.3745812381454606
pakistan,draw_22,Female,0.01917808,0.07671233,40.11011,0.382902686883418
pakistan,draw_22,Male,0.01917808,0.07671233,40.11011,0.46968970289431
ethiopia,draw_22,Female,0.0,0.01917808,40.22022,0.5851068291560768
ethiopia,draw_22,Male,0.0,0.01917808,40.22022,0.5548403705185226
ethiopia,draw_22,Female,0.01917808,0.07671233,40.22022,0.6137503606916686
ethiopia,draw_22,Male,0.01917808,0.07671233,40.22022,0.6227262626589547
nigeria,draw_22,Female,0.0,0.01917808,40.22022,0.5663628314496759
nigeria,draw_22,Male,0.0,0.01917808,40.22022,0.5562341323114629
nigeria,draw_22,Female,0.01917808,0.07671233,40.22022,0.5963115638141925
nigeria,draw_22,Male,0.01917808,0.07671233,40.22022,0.6209758939958474
pakistan,draw_22,Female,0.0,0.01917808,40.22022,0.2972059423806284
pakistan,draw_22,Male,0.0,0.01917808,40.22022,0.3754930836838272
pakistan,draw_22,Female,0.01917808,0.07671233,40.22022,0.38370948645144626
pakistan,draw_22,Male,0.01917808,0.07671233,40.22022,0.4705135257651111
ethiopia,draw_22,Female,0.0,0.01917808,40.33033,0.5860291247953352
ethiopia,draw_22,Male,0.0,0.01917808,40.33033,0.5556971676792285
ethiopia,draw_22,Female,0.01917808,0.07671233,40.33033,0.6145084654867542
ethiopia,draw_22,Male,0.01917808,0.07671233,40.33033,0.6234529865938271
nigeria,draw_22,Female,0.0,0.01917808,40.33033,0.5672889212633625
nigeria,draw_22,Male,0.0,0.01917808,40.33033,0.5571225651310088
nigeria,draw_22,Female,0.01917808,0.07671233,40.33033,0.5970802185620122
nigeria,draw_22,Male,0.01917808,0.07671233,40.33033,0.6217193533731519
pakistan,draw_22,Female,0.0,0.01917808,40.33033,0.29807439829211485
pakistan,draw_22,Male,0.0,0.01917808,40.33033,0.3764064368440319
pakistan,draw_22,Female,0.01917808,0.07671233,40.33033,0.38451756608402904
pakistan,draw_22,Male,0.01917808,0.07671233,40.33033,0.4713382659359506
ethiopia,draw_22,Female,0.0,0.01917808,40.44044,0.5869516565524499
ethiopia,draw_22,Male,0.0,0.01917808,40.44044,0.5565543252569247
ethiopia,draw_22,Female,0.01917808,0.07671233,40.44044,0.6152667523139895
ethiopia,draw_22,Male,0.01917808,0.07671233,40.44044,0.6241799493018587
nigeria,draw_22,Female,0.0,0.01917808,40.44044,0.5682151718848852
nigeria,draw_22,Male,0.0,0.01917808,40.44044,0.5580116387132764
nigeria,draw_22,Female,0.01917808,0.07671233,40.44044,0.5978490034586464
nigeria,draw_22,Male,0.01917808,0.07671233,40.44044,0.622463201981097
pakistan,draw_22,Female,0.0,0.01917808,40.44044,0.2989448436705766
pakistan,draw_22,Male,0.0,0.01917808,40.44044,0.37732146763267216
pakistan,draw_22,Female,0.01917808,0.07671233,40.44044,0.38532688926608405
pakistan,draw_22,Male,0.01917808,0.07671233,40.44044,0.4721640714629289
ethiopia,draw_22,Female,0.0,0.01917808,40.55055,0.5878745801580321
ethiopia,draw_22,Male,0.0,0.01917808,40.55055,0.5574120276821467
ethiopia,draw_22,Female,0.01917808,0.07671233,40.55055,0.616025368814526
ethiopia,draw_22,Male,0.01917808,0.07671233,40.55055,0.6249072731582435
nigeria,draw_22,Female,0.0,0.01917808,40.55055,0.5691421768882452
nigeria,draw_22,Male,0.0,0.01917808,40.55055,0.5589009912822228
nigeria,draw_22,Female,0.01917808,0.07671233,40.55055,0.5986186725106866
nigeria,draw_22,Male,0.01917808,0.07671233,40.55055,0.6232072040851547
pakistan,draw_22,Female,0.0,0.01917808,40.55055,0.29981723364985663
pakistan,draw_22,Male,0.0,0.01917808,40.55055,0.37823798521600255
pakistan,draw_22,Female,0.01917808,0.07671233,40.55055,0.3861373603323939
pakistan,draw_22,Male,0.01917808,0.07671233,40.55055,0.47299075348437225
ethiopia,draw_22,Female,0.0,0.01917808,40.66066,0.5887978008986207
ethiopia,draw_22,Male,0.0,0.01917808,40.66066,0.5582702623333982
ethiopia,draw_22,Female,0.01917808,0.07671233,40.66066,0.6167843342050313
ethiopia,draw_22,Male,0.01917808,0.07671233,40.66066,0.6256349432799259
nigeria,draw_22,Female,0.0,0.01917808,40.66066,0.5700692039497743
nigeria,draw_22,Male,0.0,0.01917808,40.66066,0.5597909770511641
nigeria,draw_22,Female,0.01917808,0.07671233,40.66066,0.5993884155147153
nigeria,draw_22,Male,0.01917808,0.07671233,40.66066,0.623951615175631
pakistan,draw_22,Female,0.0,0.01917808,40.66066,0.3006916609811077
pakistan,draw_22,Male,0.0,0.01917808,40.66066,0.37915610819426115
pakistan,draw_22,Female,0.01917808,0.07671233,40.66066,0.386949105567771
pakistan,draw_22,Male,0.01917808,0.07671233,40.66066,0.4738184606080941
ethiopia,draw_22,Female,0.0,0.01917808,40.77077,0.5897214408319454
ethiopia,draw_22,Male,0.0,0.01917808,40.77077,0.5591290079449887
ethiopia,draw_22,Female,0.01917808,0.07671233,40.77077,0.6175436126871863
ethiopia,draw_22,Male,0.01917808,0.07671233,40.77077,0.626362956581654
nigeria,draw_22,Female,0.0,0.01917808,40.77077,0.5709966615913203
nigeria,draw_22,Male,0.0,0.01917808,40.77077,0.5606810233049391
nigeria,draw_22,Female,0.01917808,0.07671233,40.77077,0.600158569876649
nigeria,draw_22,Male,0.01917808,0.07671233,40.77077,0.6246960575946299
pakistan,draw_22,Female,0.0,0.01917808,40.77077,0.3015680837000176
pakistan,draw_22,Male,0.0,0.01917808,40.77077,0.38007585997035487
pakistan,draw_22,Female,0.01917808,0.07671233,40.77077,0.38776214178584645
pakistan,draw_22,Male,0.01917808,0.07671233,40.77077,0.4746471837178265
ethiopia,draw_22,Female,0.0,0.01917808,40.88088,0.5906454253066525
ethiopia,draw_22,Male,0.0,0.01917808,40.88088,0.559988180103253
ethiopia,draw_22,Female,0.01917808,0.07671233,40.88088,0.6183031686205301
ethiopia,draw_22,Male,0.01917808,0.07671233,40.88088,0.627091224071272
nigeria,draw_22,Female,0.0,0.01917808,40.88088,0.5719246008180414
nigeria,draw_22,Male,0.0,0.01917808,40.88088,0.5615717601590405
nigeria,draw_22,Female,0.01917808,0.07671233,40.88088,0.6009291410922424
nigeria,draw_22,Male,0.01917808,0.07671233,40.88088,0.625440968764818
pakistan,draw_22,Female,0.0,0.01917808,40.88088,0.3024464851831061
pakistan,draw_22,Male,0.0,0.01917808,40.88088,0.3809970993207944
pakistan,draw_22,Female,0.01917808,0.07671233,40.88088,0.38857643262159364
pakistan,draw_22,Male,0.01917808,0.07671233,40.88088,0.475476818283561
ethiopia,draw_22,Female,0.0,0.01917808,40.99099,0.5915697618555155
ethiopia,draw_22,Male,0.0,0.01917808,40.99099,0.5608478206337068
ethiopia,draw_22,Female,0.01917808,0.07671233,40.99099,0.6190630495457586
ethiopia,draw_22,Male,0.01917808,0.07671233,40.99099,0.6278197794662032
nigeria,draw_22,Female,0.0,0.01917808,40.99099,0.5728530283198994
nigeria,draw_22,Male,0.0,0.01917808,40.99099,0.5624629265060579
nigeria,draw_22,Female,0.01917808,0.07671233,40.99099,0.6017000479605327
nigeria,draw_22,Male,0.01917808,0.07671233,40.99099,0.6261861725212227
pakistan,draw_22,Female,0.0,0.01917808,40.99099,0.30332683931692656
pakistan,draw_22,Male,0.0,0.01917808,40.99099,0.38191987619309015
pakistan,draw_22,Female,0.01917808,0.07671233,40.99099,0.38939198969093963
pakistan,draw_22,Male,0.01917808,0.07671233,40.99099,0.4763073654805807
ethiopia,draw_22,Female,0.0,0.01917808,41.1011,0.5924945750611569
ethiopia,draw_22,Male,0.0,0.01917808,41.1011,0.561707879050202
ethiopia,draw_22,Female,0.01917808,0.07671233,41.1011,0.6198235985164807
ethiopia,draw_22,Male,0.01917808,0.07671233,41.1011,0.6285486487989815
nigeria,draw_22,Female,0.0,0.01917808,41.1011,0.5737822194884934
nigeria,draw_22,Male,0.0,0.01917808,41.1011,0.5633546971636273
nigeria,draw_22,Female,0.01917808,0.07671233,41.1011,0.6024716070878671
nigeria,draw_22,Male,0.01917808,0.07671233,41.1011,0.626931731178733
pakistan,draw_22,Female,0.0,0.01917808,41.1011,0.3042091973570385
pakistan,draw_22,Male,0.0,0.01917808,41.1011,0.38284435236310627
pakistan,draw_22,Female,0.01917808,0.07671233,41.1011,0.3902087796117626
pakistan,draw_22,Male,0.01917808,0.07671233,41.1011,0.47713895408703394
ethiopia,draw_22,Female,0.0,0.01917808,41.21121,0.5934194626565105
ethiopia,draw_22,Male,0.0,0.01917808,41.21121,0.5625683386550809
ethiopia,draw_22,Female,0.01917808,0.07671233,41.21121,0.6205840980301038
ethiopia,draw_22,Male,0.01917808,0.07671233,41.21121,0.6292777568861913
nigeria,draw_22,Female,0.0,0.01917808,41.21121,0.5747116347773551
nigeria,draw_22,Male,0.0,0.01917808,41.21121,0.5642466058611605
nigeria,draw_22,Female,0.01917808,0.07671233,41.21121,0.6032432993862675
nigeria,draw_22,Male,0.01917808,0.07671233,41.21121,0.6276773984392112
pakistan,draw_22,Female,0.0,0.01917808,41.21121,0.3050936732725859
pakistan,draw_22,Male,0.0,0.01917808,41.21121,0.38377040151504244
pakistan,draw_22,Female,0.01917808,0.07671233,41.21121,0.39102689289282927
pakistan,draw_22,Male,0.01917808,0.07671233,41.21121,0.47797150998063254
ethiopia,draw_22,Female,0.0,0.01917808,41.32132,0.594344511938734
ethiopia,draw_22,Male,0.0,0.01917808,41.32132,0.5634293635859798
ethiopia,draw_22,Female,0.01917808,0.07671233,41.32132,0.6213447717522649
ethiopia,draw_22,Male,0.01917808,0.07671233,41.32132,0.6300072258025606
nigeria,draw_22,Female,0.0,0.01917808,41.32132,0.5756411731006185
nigeria,draw_22,Male,0.0,0.01917808,41.32132,0.565138804140217
nigeria,draw_22,Female,0.01917808,0.07671233,41.32132,0.6040151579061258
nigeria,draw_22,Male,0.01917808,0.07671233,41.32132,0.6284232606487208
pakistan,draw_22,Female,0.0,0.01917808,41.32132,0.3059800641497946
pakistan,draw_22,Male,0.0,0.01917808,41.32132,0.38469802563690186
pakistan,draw_22,Female,0.01917808,0.07671233,41.32132,0.391846234692269
pakistan,draw_22,Male,0.01917808,0.07671233,41.32132,0.4788050151711046
