outcome,draw,exposure,sex_of_child,age_group_id,location,value
neonatal_sepsis,draw_244,40.0,Female,2,ethiopia,6.211981425199652
neonatal_sepsis,draw_244,40.0,Male,2,ethiopia,5.045430961353546
neonatal_sepsis,draw_244,40.0,Female,3,ethiopia,7.274485280028646
neonatal_sepsis,draw_244,40.0,Male,3,ethiopia,6.803239737398811
neonatal_sepsis,draw_244,40.0,Female,2,nigeria,5.701037872307858
neonatal_sepsis,draw_244,40.0,Male,2,nigeria,5.590203675346331
neonatal_sepsis,draw_244,40.0,Female,3,nigeria,6.877752826757297
neonatal_sepsis,draw_244,40.0,Male,3,nigeria,7.253049556194407
neonatal_sepsis,draw_244,40.0,Female,2,pakistan,1.3929233876755773
neonatal_sepsis,draw_244,40.0,Male,2,pakistan,2.5576484619403717
neonatal_sepsis,draw_244,40.0,Female,3,pakistan,2.437863168583693
neonatal_sepsis,draw_244,40.0,Male,3,pakistan,4.178630115390119
neonatal_sepsis,draw_244,40.11011,Female,2,ethiopia,6.220788939444206
neonatal_sepsis,draw_244,40.11011,Male,2,ethiopia,5.055197690219481
neonatal_sepsis,draw_244,40.11011,Female,3,ethiopia,7.28011648594475
neonatal_sepsis,draw_244,40.11011,Male,3,ethiopia,6.810336487075504
neonatal_sepsis,draw_244,40.11011,Female,2,nigeria,5.710355002483556
neonatal_sepsis,draw_244,40.11011,Male,2,nigeria,5.598976982001745
neonatal_sepsis,draw_244,40.11011,Female,3,nigeria,6.884210744632813
neonatal_sepsis,draw_244,40.11011,Male,3,nigeria,7.2586504717669245
neonatal_sepsis,draw_244,40.11011,Female,2,pakistan,1.403550333331617
neonatal_sepsis,draw_244,40.11011,Male,2,pakistan,2.566163478557844
neonatal_sepsis,draw_244,40.11011,Female,3,pakistan,2.45135752541852
neonatal_sepsis,draw_244,40.11011,Male,3,pakistan,4.187590968867534
neonatal_sepsis,draw_244,40.22022,Female,2,ethiopia,6.2295697229997575
neonatal_sepsis,draw_244,40.22022,Male,2,ethiopia,5.064947774262997
neonatal_sepsis,draw_244,40.22022,Female,3,ethiopia,7.285710963920967
neonatal_sepsis,draw_244,40.22022,Male,3,ethiopia,6.8173993380794435
neonatal_sepsis,draw_244,40.22022,Female,2,nigeria,5.719650025987762
neonatal_sepsis,draw_244,40.22022,Male,2,nigeria,5.607730826298588
neonatal_sepsis,draw_244,40.22022,Female,3,nigeria,6.890633477652276
neonatal_sepsis,draw_244,40.22022,Male,3,nigeria,7.2642158528328675
neonatal_sepsis,draw_244,40.22022,Female,2,pakistan,1.4142673053655255
neonatal_sepsis,draw_244,40.22022,Male,2,pakistan,2.5747014659945875
neonatal_sepsis,draw_244,40.22022,Female,3,pakistan,2.464930216474366
neonatal_sepsis,draw_244,40.22022,Male,3,pakistan,4.196553293201799
neonatal_sepsis,draw_244,40.33033,Female,2,ethiopia,6.238321073813272
neonatal_sepsis,draw_244,40.33033,Male,2,ethiopia,5.074682640478784
neonatal_sepsis,draw_244,40.33033,Female,3,ethiopia,7.291266915942175
neonatal_sepsis,draw_244,40.33033,Male,3,ethiopia,6.824429315103445
neonatal_sepsis,draw_244,40.33033,Female,2,nigeria,5.72891873200204
neonatal_sepsis,draw_244,40.33033,Male,2,nigeria,5.616463271680768
