location,draw,sex,age_start,age_end,parameter,value
ethiopia,draw_156,Female,0.0,0.01917808,40.0,2.0844563923415986
ethiopia,draw_156,Male,0.0,0.01917808,40.0,1.8819495345264703
ethiopia,draw_156,Female,0.01917808,0.07671233,40.0,2.2988498405904827
ethiopia,draw_156,Male,0.01917808,0.07671233,40.0,2.2110716105719885
nigeria,draw_156,Female,0.0,0.01917808,40.0,1.984942934066674
nigeria,draw_156,Male,0.0,0.01917808,40.0,1.9240465337190158
nigeria,draw_156,Female,0.01917808,0.07671233,40.0,2.2238485565597106
nigeria,draw_156,Male,0.01917808,0.07671233,40.0,2.228502521941281
pakistan,draw_156,Female,0.0,0.01917808,40.0,0.886640137793094
pakistan,draw_156,Male,0.0,0.01917808,40.0,0.9881601912960956
pakistan,draw_156,Female,0.01917808,0.07671233,40.0,1.29307270185012
pakistan,draw_156,Male,0.01917808,0.07671233,40.0,1.4005274660655094
ethiopia,draw_156,Female,0.0,0.01917808,40.11011,2.087193906756718
ethiopia,draw_156,Male,0.0,0.01917808,40.11011,1.8848315165950607
ethiopia,draw_156,Female,0.01917808,0.07671233,40.11011,2.3006091472066705
ethiopia,draw_156,Male,0.01917808,0.07671233,40.11011,2.2131764843867563
nigeria,draw_156,Female,0.0,0.01917808,40.11011,1.9877956292578496
nigeria,draw_156,Male,0.0,0.01917808,40.11011,1.926706375491
nigeria,draw_156,Female,0.01917808,0.07671233,40.11011,2.2257262767375385
nigeria,draw_156,Male,0.01917808,0.07671233,40.11011,2.2303786698627825
pakistan,draw_156,Female,0.0,0.01917808,40.11011,0.889570417530746
pakistan,draw_156,Male,0.0,0.01917808,40.11011,0.9912865336374413
pakistan,draw_156,Female,0.01917808,0.07671233,40.11011,1.2958873597987246
pakistan,draw_156,Male,0.01917808,0.07671233,40.11011,1.403470045895832
ethiopia,draw_156,Female,0.0,0.01917808,40.22022,2.089925851151805
ethiopia,draw_156,Male,0.0,0.01917808,40.22022,1.887708551245865
ethiopia,draw_156,Female,0.01917808,0.07671233,40.22022,2.3023623554191617
ethiopia,draw_156,Male,0.01917808,0.07671233,40.22022,2.215275386057242
nigeria,draw_156,Female,0.0,0.01917808,40.22022,1.9906430327661875
nigeria,draw_156,Male,0.0,0.01917808,40.22022,1.9293624967614638
nigeria,draw_156,Female,0.01917808,0.07671233,40.22022,2.2275978174218394
nigeria,draw_156,Male,0.01917808,0.07671233,40.22022,2.232249417224246
pakistan,draw_156,Female,0.0,0.01917808,40.22022,0.892508669254751
pakistan,draw_156,Male,0.0,0.01917808,40.22022,0.994421832319607
pakistan,draw_156,Female,0.01917808,0.07671233,40.22022,1.298704686587117
pakistan,draw_156,Male,0.01917808,0.07671233,40.22022,1.406414999567974
ethiopia,draw_156,Female,0.0,0.01917808,40.33033,2.0926529889438075
