location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.4410591998443927,0.6523766405666206,0.3151827514171673,,,,,94,nigeria
nigeria,15_to_19,0.4749853215471441,0.6842983252652539,0.34873403118380597,,,,,94,nigeria
nigeria,20_to_24,0.4936192545338327,0.6902198618073034,0.34561877478055825,,,,,94,nigeria
nigeria,25_to_29,0.45858652105700337,0.6683922637178096,0.3317602089243006,,,,,94,nigeria
nigeria,30_to_34,0.4946725999711774,0.691324400112121,0.34703613679342565,,,,,94,nigeria
nigeria,35_to_39,0.4761136414407329,0.6826674784914869,0.3449341217786384,,,,,94,nigeria
nigeria,40_to_44,0.4812252064850427,0.6853453797820759,0.3462974992656936,,,,,94,nigeria
nigeria,45_to_49,0.4595405224046852,0.6678144625045349,0.32930264332615555,,,,,94,nigeria
nigeria,50_to_54,0.44165800805062333,0.6372921893611755,0.2899362057000188,,,,,94,nigeria
nigeria,N/A,,,,0.19495321722932396,0.19561055984351988,0.191226663274262,0.19556741762605512,94,nigeria
