location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,0.18867264310405313,0.1908282815821147,0.1845489688359777,0.1974525874515152,115,nigeria
