location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.4827587154242202,0.6349586834698446,0.2786734783198702,,,,,22,nigeria
nigeria,15_to_19,0.506519715544948,0.6703903248589136,0.3201214486009785,,,,,22,nigeria
nigeria,20_to_24,0.5128814927904001,0.6706086625996367,0.31628562326472504,,,,,22,nigeria
nigeria,25_to_29,0.493710378765775,0.6578218770632268,0.30698240674099164,,,,,22,nigeria
nigeria,30_to_34,0.5195723032722073,0.6737618100043614,0.3172826927824219,,,,,22,nigeria
nigeria,35_to_39,0.506220185944046,0.6655688669849785,0.3121566938956278,,,,,22,nigeria
nigeria,40_to_44,0.5070271974333016,0.6660977785661104,0.3124455180595138,,,,,22,nigeria
nigeria,45_to_49,0.4877665244831792,0.6483250320226027,0.2963983526668125,,,,,22,nigeria
nigeria,50_to_54,0.5150604605080867,0.6529842391035063,0.28795406950320884,,,,,22,nigeria
nigeria,N/A,,,,-0.039631092398411984,-0.04466502275143915,-0.04902025977659881,-0.04204613499051083,22,nigeria
