location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,0.15365419486124243,0.15780567625736827,0.15499586318058992,0.16359604596103003,79,nigeria
