location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.5180838352673299,0.6867484271765492,0.3202485569673045,,,,,35,nigeria
nigeria,15_to_19,0.5017060444543531,0.6862792793145702,0.33088132502152773,,,,,35,nigeria
nigeria,20_to_24,0.5075165574656954,0.6876798930244391,0.3294328576096965,,,,,35,nigeria
nigeria,25_to_29,0.49286979270274217,0.6771522743971058,0.3204688716032123,,,,,35,nigeria
nigeria,30_to_34,0.5074009188379951,0.6895512004628797,0.3328236758842266,,,,,35,nigeria
nigeria,35_to_39,0.5022011839986041,0.6853884938721321,0.3290603360157385,,,,,35,nigeria
nigeria,40_to_44,0.5046327676837394,0.6874948592465765,0.3303889975986365,,,,,35,nigeria
nigeria,45_to_49,0.48811602784511876,0.6750801751254422,0.32004920412351967,,,,,35,nigeria
nigeria,50_to_54,0.4933765025904149,0.669552524201573,0.30310401975829615,,,,,35,nigeria
nigeria,N/A,,,,0.030157866902263505,0.03459496130660409,0.02409301979421717,0.03442589690290658,35,nigeria
