location,age_group,maternal_hemorrhage_paf,maternal_sepsis_and_other_maternal_infections_paf,depressive_disorders_paf,draw,location_run
nigeria,10_to_14,0.4377870472884357,0.6211750982838987,0.2619667863206932,35,nigeria
nigeria,15_to_19,0.42245011971813373,0.6206833319979165,0.2743056642042358,35,nigeria
nigeria,20_to_24,0.4307321630930133,0.6246906626343232,0.27472757027119105,35,nigeria
nigeria,25_to_29,0.4165158237920114,0.6131146815503813,0.26640430282642863,35,nigeria
nigeria,30_to_34,0.43042171502244775,0.6259823746839617,0.2771545318236587,35,nigeria
nigeria,35_to_39,0.4212606321785989,0.6191152068721498,0.27218053975075207,35,nigeria
nigeria,40_to_44,0.423200302186616,0.6210115538865059,0.2736629472139797,35,nigeria
nigeria,45_to_49,0.4109300766728755,0.6092611983541006,0.26411163611587074,35,nigeria
nigeria,50_to_54,0.4348945001219622,0.6254186111505515,0.2708463006171407,35,nigeria
