location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.5240812016144162,0.6566707560825771,0.34823209018020984,,,,,244,nigeria
nigeria,15_to_19,0.5969018782964758,0.6886883355418472,0.3560646331384107,,,,,244,nigeria
nigeria,20_to_24,0.6005494725605045,0.6864331563492464,0.3509290224469444,,,,,244,nigeria
nigeria,25_to_29,0.5707206706765667,0.6690054987012702,0.33959133300229266,,,,,244,nigeria
nigeria,30_to_34,0.6047395167210162,0.6857199983297982,0.3478243177675634,,,,,244,nigeria
nigeria,35_to_39,0.5732918881846348,0.6778980118936024,0.3519478235173239,,,,,244,nigeria
nigeria,40_to_44,0.5658448865154664,0.6768693317784847,0.35449516536740555,,,,,244,nigeria
nigeria,45_to_49,0.541936125495041,0.6536768719249816,0.3314619060902979,,,,,244,nigeria
nigeria,50_to_54,0.5127128264708193,0.6344122782273386,0.31955786519902685,,,,,244,nigeria
nigeria,N/A,,,,0.5806612374860027,0.5767615803644027,0.5795325791031368,0.5817068504406643,244,nigeria
