location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,0.19453847450945697,0.19914117106098583,0.1933513759120563,0.19675300702126305,118,nigeria
