location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.3922122987538858,0.4112575496545294,0.13142961803781533,,,,,26,nigeria
nigeria,15_to_19,0.3787177983285508,0.4168292245197448,0.1375080041054066,,,,,26,nigeria
nigeria,20_to_24,0.3858305174041132,0.41395865780298674,0.13414086985304768,,,,,26,nigeria
nigeria,25_to_29,0.36902782928993133,0.40130442526561005,0.1291491059592931,,,,,26,nigeria
nigeria,30_to_34,0.3900215515805701,0.41644077178780514,0.13493182710778273,,,,,26,nigeria
nigeria,35_to_39,0.38891594697084464,0.4146169250679349,0.13409848337814712,,,,,26,nigeria
nigeria,40_to_44,0.39016237435909523,0.41659532223490403,0.13494312590657315,,,,,26,nigeria
nigeria,45_to_49,0.37360695566622554,0.40065598286448506,0.1277627994582833,,,,,26,nigeria
nigeria,50_to_54,0.3810182330208219,0.3899453906894495,0.12027998735305608,,,,,26,nigeria
nigeria,N/A,,,,0.010013251648245604,0.0025811448224842843,0.0008408516339803413,0.007370497159226588,26,nigeria
