location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
nigeria,10_to_14,0.5453045965298758,0.6438955519770017,0.315631805787815,,,,,79,nigeria
nigeria,15_to_19,0.5549001403876652,0.6481572221219754,0.31732045454882774,,,,,79,nigeria
nigeria,20_to_24,0.5585973713464863,0.6448986621117723,0.31131327702304284,,,,,79,nigeria
nigeria,25_to_29,0.5427230039501141,0.631962163984166,0.3011305503242086,,,,,79,nigeria
nigeria,30_to_34,0.5662913239322623,0.6453711907429883,0.308707124680991,,,,,79,nigeria
nigeria,35_to_39,0.5552637452018349,0.6431221359420521,0.310405341153135,,,,,79,nigeria
nigeria,40_to_44,0.5574399677191725,0.6455812793739141,0.3129429901957314,,,,,79,nigeria
nigeria,45_to_49,0.5234542985632783,0.6241694059714773,0.29964179243034156,,,,,79,nigeria
nigeria,50_to_54,0.5522729235852796,0.6371618297308873,0.30547855923973916,,,,,79,nigeria
nigeria,N/A,,,,0.19901773360929603,0.20395530227655298,0.20011443444012417,0.2105494287338164,79,nigeria
