location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.12629102520866373,0.610940258986508,0.28180763797505215,,,,,28,pakistan
pakistan,15_to_19,0.11112985021591291,0.5800660861824707,0.2638133693618713,,,,,28,pakistan
pakistan,20_to_24,0.10318638230488099,0.5621268904749778,0.25515576296026526,,,,,28,pakistan
pakistan,25_to_29,0.10189682576642056,0.5590310667337607,0.25364742135078094,,,,,28,pakistan
pakistan,30_to_34,0.10004035326585804,0.5544139122090981,0.2512750745737148,,,,,28,pakistan
pakistan,35_to_39,0.10493290939503971,0.5661016924194153,0.2567633401375825,,,,,28,pakistan
pakistan,40_to_44,0.10654061237379583,0.5700470145517903,0.2593145343389545,,,,,28,pakistan
pakistan,45_to_49,0.10643960316892725,0.5706865307486713,0.2621257280466496,,,,,28,pakistan
pakistan,50_to_54,0.1254839027890102,0.6113771304162504,0.28401989578390935,,,,,28,pakistan
pakistan,N/A,,,,-0.02828101885165595,-0.023913274692107387,-0.02488455390990345,-0.012026319910951717,28,pakistan
