location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.5114000115763907,0.6850076422520364,0.3244784118581655,,,,,94,pakistan
pakistan,15_to_19,0.45984681767417424,0.6513313287050244,0.3000533984723476,,,,,94,pakistan
pakistan,20_to_24,0.41507413447191566,0.6206653698570705,0.28212005880651225,,,,,94,pakistan
pakistan,25_to_29,0.4205696763945239,0.6236574528621809,0.28273750885169313,,,,,94,pakistan
pakistan,30_to_34,0.41609725090918787,0.6191274226137553,0.2784685518857546,,,,,94,pakistan
pakistan,35_to_39,0.4396812956399827,0.6363162091726312,0.2894769450891521,,,,,94,pakistan
pakistan,40_to_44,0.4316685039450953,0.6331910888120191,0.289921078137512,,,,,94,pakistan
pakistan,45_to_49,0.4373238312929262,0.6384320973375444,0.2949328872644353,,,,,94,pakistan
pakistan,50_to_54,0.5018974478562946,0.6833696310486934,0.32314671750898366,,,,,94,pakistan
pakistan,N/A,,,,0.10666131733472066,0.1167135866207765,0.11268363762498003,0.1265981751017182,94,pakistan
