location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,0.11595659241890299,0.12058712661781874,0.12353695905265613,0.13436248510987073,114,pakistan
