location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.19282794839609588,0.6508008247314272,0.3286886489038509,,,,,167,pakistan
pakistan,15_to_19,0.1705520880291179,0.6161459266298441,0.29774436295984785,,,,,167,pakistan
pakistan,20_to_24,0.15609020801448853,0.5919539580367769,0.28354526181516077,,,,,167,pakistan
pakistan,25_to_29,0.1569652431818056,0.5932284332095072,0.2823759642439836,,,,,167,pakistan
pakistan,30_to_34,0.15509418167507064,0.589897332523916,0.2790055715217853,,,,,167,pakistan
pakistan,35_to_39,0.16312032813344618,0.6036983278749676,0.2864436747976065,,,,,167,pakistan
pakistan,40_to_44,0.16424634407156485,0.6060673316017062,0.2906362337629011,,,,,167,pakistan
pakistan,45_to_49,0.16049034793457173,0.5994899493157198,0.2887392310971008,,,,,167,pakistan
pakistan,50_to_54,0.1855338036142409,0.6402153791184116,0.3265721314693334,,,,,167,pakistan
pakistan,N/A,,,,0.2035753491002011,0.20496019943365318,0.20044988145116785,0.20800279479434508,167,pakistan
