location,age_group,maternal_hemorrhage_paf,maternal_sepsis_and_other_maternal_infections_paf,depressive_disorders_paf,draw,location_run
pakistan,10_to_14,0.5683538084864892,0.5988632333102843,0.2703449108239491,156,pakistan
pakistan,15_to_19,0.46670628788812807,0.5489759965759051,0.25297221855108193,156,pakistan
pakistan,20_to_24,0.4448000294804992,0.5339924177317108,0.24522323675051502,156,pakistan
pakistan,25_to_29,0.4475212535880193,0.532914039396079,0.24276326359658534,156,pakistan
pakistan,30_to_34,0.4474849487817653,0.5306170191962657,0.24004034813337932,156,pakistan
pakistan,35_to_39,0.45970939727210686,0.5384550601425028,0.2437236961752324,156,pakistan
pakistan,40_to_44,0.44924073787080393,0.537646158787753,0.2474169941309913,156,pakistan
pakistan,45_to_49,0.4549387666598255,0.540605464774495,0.24815263507880134,156,pakistan
pakistan,50_to_54,0.5074110981231225,0.5882726867703438,0.28291442701011515,156,pakistan
