location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,-0.03987809432553608,-0.035500205617392346,-0.04065010668958848,-0.02444999575926045,26,pakistan
