location,age_group,maternal_hemorrhage_paf,maternal_sepsis_and_other_maternal_infections_paf,depressive_disorders_paf,draw,location_run
pakistan,10_to_14,0.46774503558723785,0.6133745097732212,0.2533731747647612,22,pakistan
pakistan,15_to_19,0.44252972270288266,0.5855128921609664,0.23141977719174098,22,pakistan
pakistan,20_to_24,0.40299958671691505,0.555397447241259,0.21330209271338157,22,pakistan
pakistan,25_to_29,0.40423143867033373,0.555621193344627,0.21310476568394698,22,pakistan
pakistan,30_to_34,0.39455134098571387,0.5472883533824497,0.20791672598413388,22,pakistan
pakistan,35_to_39,0.4145798116487388,0.564087618785546,0.21802960089495554,22,pakistan
pakistan,40_to_44,0.43011906818712803,0.5764962108773058,0.22505328359084142,22,pakistan
pakistan,45_to_49,0.4188897868365543,0.5680456287712395,0.2209801672924507,22,pakistan
pakistan,50_to_54,0.4707088205981866,0.6139188121832936,0.25165542829209275,22,pakistan
