location,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,0.0966141858503977,0.09435656443566762,0.10152338740247513,0.11302258122456438,109,pakistan
