location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.47780427575455287,0.5662601294090378,0.2293693867985793,,,,,60,pakistan
pakistan,15_to_19,0.4362486518063999,0.5308150189547154,0.20792881623725362,,,,,60,pakistan
pakistan,20_to_24,0.41581424491532115,0.5176968431493311,0.2016756681324916,,,,,60,pakistan
pakistan,25_to_29,0.41665737331655756,0.5169355778272932,0.20062081042625798,,,,,60,pakistan
pakistan,30_to_34,0.41339716067281745,0.5136497997673647,0.19853383047311005,,,,,60,pakistan
pakistan,35_to_39,0.4224501034251656,0.5207369944044664,0.20227600995629627,,,,,60,pakistan
pakistan,40_to_44,0.42449141496064685,0.5232274177031192,0.20415543411376427,,,,,60,pakistan
pakistan,45_to_49,0.41964741141873163,0.5212820148398917,0.20405919325898828,,,,,60,pakistan
pakistan,50_to_54,0.44688341396184283,0.5514881928836967,0.2227579505324019,,,,,60,pakistan
pakistan,N/A,,,,0.04628097348212393,0.0561760936946168,0.05113104671497441,0.06585918661185215,60,pakistan
