location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.5549042685118676,0.6770229625368492,0.3021001834012664,,,,,22,pakistan
pakistan,15_to_19,0.5117452717605968,0.6453437689480753,0.27722589090901667,,,,,22,pakistan
pakistan,20_to_24,0.47528346419864825,0.6210286663565902,0.26128623708784904,,,,,22,pakistan
pakistan,25_to_29,0.47851376699397363,0.6223348155406248,0.2616053697281052,,,,,22,pakistan
pakistan,30_to_34,0.46782581499947257,0.6147278212599449,0.2565107177616185,,,,,22,pakistan
pakistan,35_to_39,0.48478719760954864,0.6269857965503032,0.2650898503818207,,,,,22,pakistan
pakistan,40_to_44,0.4969089841612331,0.6358138172395952,0.27098613108280134,,,,,22,pakistan
pakistan,45_to_49,0.48854988740069893,0.6297813007905205,0.26799408672593716,,,,,22,pakistan
pakistan,50_to_54,0.539644909126164,0.6700913971696112,0.29917193757163885,,,,,22,pakistan
pakistan,N/A,,,,-0.08793317553008728,-0.07915608487207768,-0.08816005838972665,-0.06826461345661385,22,pakistan
