location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.6078379364813724,0.6354124910963218,0.28196392652915936,,,,,146,pakistan
pakistan,15_to_19,0.5804307106724129,0.6135906659295209,0.2650867996560382,,,,,146,pakistan
pakistan,20_to_24,0.5514121614324669,0.595366048176645,0.25384366966401156,,,,,146,pakistan
pakistan,25_to_29,0.5557792129051542,0.5967375786234825,0.25388759201051925,,,,,146,pakistan
pakistan,30_to_34,0.5537878802509393,0.5953523928646833,0.2528392161964334,,,,,146,pakistan
pakistan,35_to_39,0.5628704190593469,0.6024001769302617,0.2577350826824042,,,,,146,pakistan
pakistan,40_to_44,0.5685885799867838,0.6062417913405002,0.2599796086370004,,,,,146,pakistan
pakistan,45_to_49,0.5584533797163355,0.602376181531677,0.2589847412978449,,,,,146,pakistan
pakistan,50_to_54,0.5632584326263192,0.6156730649994019,0.27236391126065884,,,,,146,pakistan
pakistan,N/A,,,,0.20443840554115622,0.21803799308998928,0.2147355245957346,0.23178158331891216,146,pakistan
