location,age_group,maternal_hemorrhage_rr,maternal_sepsis_and_other_maternal_infections_rr,depressive_disorders_rr,neonatal_sepsis_early_neonatal_female,neonatal_sepsis_early_neonatal_male,neonatal_sepsis_late_neonatal_female,neonatal_sepsis_late_neonatal_male,draw,location_run
pakistan,10_to_14,0.4320239499082516,0.6545371431722355,0.30702035597467725,,,,,71,pakistan
pakistan,15_to_19,0.4007378002047198,0.6382408288667407,0.30238044574602263,,,,,71,pakistan
pakistan,20_to_24,0.37914518552525966,0.6267761398778379,0.299873727555373,,,,,71,pakistan
pakistan,25_to_29,0.37725063079496574,0.6247633595018326,0.2980905916756334,,,,,71,pakistan
pakistan,30_to_34,0.37480910399396733,0.6214930158730467,0.2947770279060404,,,,,71,pakistan
pakistan,35_to_39,0.3838813321405973,0.6273284757665422,0.2971457873292892,,,,,71,pakistan
pakistan,40_to_44,0.3879890155440824,0.6316956563795861,0.30113075465695666,,,,,71,pakistan
pakistan,45_to_49,0.3936730374397743,0.6377337661557635,0.30590761817031065,,,,,71,pakistan
pakistan,50_to_54,0.4201418268950568,0.6542527110507679,0.3150382580286562,,,,,71,pakistan
pakistan,N/A,,,,0.12243058353075123,0.13359185645059493,0.1416371316311791,0.15628463028891873,71,pakistan
