location,sex,draw,exposure,value,outcome
ethiopia,Male,draw_0,40.0,-0.4859990323561216,gestational_age
ethiopia,Male,draw_0,40.11011,-0.485279811222166,gestational_age
ethiopia,Male,draw_0,40.22022,-0.484561800144644,gestational_age
ethiopia,Male,draw_0,40.33033,-0.48384461831792,gestational_age
ethiopia,Male,draw_0,40.44044,-0.4831255452411614,gestational_age
ethiopia,Male,draw_0,40.55055,-0.4824075045703019,gestational_age
ethiopia,Male,draw_0,40.66066,-0.481691729665883,gestational_age
ethiopia,Male,draw_0,40.77077,-0.4809721358228365,gestational_age
ethiopia,Male,draw_0,40.88088,-0.48025681564461253,gestational_age
ethiopia,Male,draw_0,40.99099,-0.47953834630507247,gestational_age
ethiopia,Male,draw_0,41.1011,-0.4788210650401577,gestational_age
ethiopia,Male,draw_0,41.21121,-0.4781035405431279,gestational_age
ethiopia,Male,draw_0,41.32132,-0.47738437747376455,gestational_age
ethiopia,Male,draw_0,41.43143,-0.47666666372990496,gestational_age
ethiopia,Male,draw_0,41.54154,-0.4759505442325493,gestational_age
ethiopia,Male,draw_0,41.65165,-0.47523203830369637,gestational_age
ethiopia,Male,draw_0,41.76176,-0.4745145155553392,gestational_age
ethiopia,Male,draw_0,41.87187,-0.4737975782314063,gestational_age
ethiopia,Male,draw_0,41.98198,-0.47308037485181464,gestational_age
ethiopia,Male,draw_0,42.09209,-0.472361548094946,gestational_age
ethiopia,Male,draw_0,42.2022,-0.4716442077830694,gestational_age
ethiopia,Male,draw_0,42.31231,-0.47092993045540593,gestational_age
ethiopia,Male,draw_0,42.42242,-0.47021251992430474,gestational_age
ethiopia,Male,draw_0,42.53253,-0.4694943410032207,gestational_age
ethiopia,Male,draw_0,42.64264,-0.46877872458193637,gestational_age
ethiopia,Male,draw_0,42.75275,-0.4680599577972031,gestational_age
ethiopia,Male,draw_0,42.86286,-0.4673406142795999,gestational_age
ethiopia,Male,draw_0,42.97297,-0.4666276956835841,gestational_age
ethiopia,Male,draw_0,43.08308,-0.4659101939605932,gestational_age
ethiopia,Male,draw_0,43.19319,-0.4651940918982228,gestational_age
ethiopia,Male,draw_0,43.3033,-0.4644770684305612,gestational_age
ethiopia,Male,draw_0,43.41341,-0.4637595047538564,gestational_age
ethiopia,Male,draw_0,43.52352,-0.46304116681553276,gestational_age
ethiopia,Male,draw_0,43.63363,-0.4623265147212005,gestational_age
ethiopia,Male,draw_0,43.74374,-0.46161066135662054,gestational_age
ethiopia,Male,draw_0,43.85385,-0.4608934658595634,gestational_age
ethiopia,Male,draw_0,43.96396,-0.4601770391215385,gestational_age
ethiopia,Male,draw_0,44.07407,-0.4594614522654287,gestational_age
ethiopia,Male,draw_0,44.18418,-0.45874365152884927,gestational_age
ethiopia,Male,draw_0,44.29429,-0.4580281342734428,gestational_age
ethiopia,Male,draw_0,44.4044,-0.45731308028672857,gestational_age
ethiopia,Male,draw_0,44.51451,-0.4565964688309376,gestational_age
ethiopia,Male,draw_0,44.62462,-0.45588001284916285,gestational_age
ethiopia,Male,draw_0,44.73473,-0.4551637138509928,gestational_age
ethiopia,Male,draw_0,44.84484,-0.4544464429503884,gestational_age
ethiopia,Male,draw_0,44.95495,-0.4537297319231482,gestational_age
