outcome,draw,exposure,sex_of_child,age_group_id,location,value
neonatal_sepsis,draw_75,40.0,Female,2,ethiopia,1.1617389798201203
neonatal_sepsis,draw_75,40.0,Male,2,ethiopia,1.061642103125296
neonatal_sepsis,draw_75,40.0,Female,3,ethiopia,1.2746716886146316
neonatal_sepsis,draw_75,40.0,Male,3,ethiopia,1.2231121220616807
neonatal_sepsis,draw_75,40.11011,Female,2,ethiopia,1.1632280085217912
neonatal_sepsis,draw_75,40.11011,Male,2,ethiopia,1.0631270796816046
neonatal_sepsis,draw_75,40.11011,Female,3,ethiopia,1.2757042827171443
neonatal_sepsis,draw_75,40.11011,Male,3,ethiopia,1.2243175213150115
neonatal_sepsis,draw_75,40.22022,Female,2,ethiopia,1.1647164177431477
neonatal_sepsis,draw_75,40.22022,Male,2,ethiopia,1.064611082535496
neonatal_sepsis,draw_75,40.22022,Female,3,ethiopia,1.2767354614686734
neonatal_sepsis,draw_75,40.22022,Male,3,ethiopia,1.225521417806206
neonatal_sepsis,draw_75,40.33033,Female,2,ethiopia,1.1662030060538333
neonatal_sepsis,draw_75,40.33033,Male,2,ethiopia,1.066093800630528
neonatal_sepsis,draw_75,40.33033,Female,3,ethiopia,1.2777644379874684
neonatal_sepsis,draw_75,40.33033,Male,3,ethiopia,1.2267238001277412
neonatal_sepsis,draw_75,40.44044,Female,2,ethiopia,1.1676883761183063
neonatal_sepsis,draw_75,40.44044,Male,2,ethiopia,1.0675763514307193
neonatal_sepsis,draw_75,40.44044,Female,3,ethiopia,1.2787915365668805
neonatal_sepsis,draw_75,40.44044,Male,3,ethiopia,1.2279250871099219
neonatal_sepsis,draw_75,40.55055,Female,2,ethiopia,1.1691718444901629
neonatal_sepsis,draw_75,40.55055,Male,2,ethiopia,1.0690577697626555
neonatal_sepsis,draw_75,40.55055,Female,3,ethiopia,1.2798162661085075
neonatal_sepsis,draw_75,40.55055,Male,3,ethiopia,1.2291247280979725
neonatal_sepsis,draw_75,40.66066,Female,2,ethiopia,1.1706540256465767
neonatal_sepsis,draw_75,40.66066,Male,2,ethiopia,1.0705382815299904
neonatal_sepsis,draw_75,40.66066,Female,3,ethiopia,1.2808392476094532
neonatal_sepsis,draw_75,40.66066,Male,3,ethiopia,1.2303227572413755
neonatal_sepsis,draw_75,40.77077,Female,2,ethiopia,1.1724249461264828
neonatal_sepsis,draw_75,40.77077,Male,2,ethiopia,1.0720175808812342
neonatal_sepsis,draw_75,40.77077,Female,3,ethiopia,1.282090098361034
neonatal_sepsis,draw_75,40.77077,Male,3,ethiopia,1.231519358012419
neonatal_sepsis,draw_75,40.88088,Female,2,ethiopia,1.1744883849840155
neonatal_sepsis,draw_75,40.88088,Male,2,ethiopia,1.0734958398529832
neonatal_sepsis,draw_75,40.88088,Female,3,ethiopia,1.2835718628870272
neonatal_sepsis,draw_75,40.88088,Male,3,ethiopia,1.2327144547754751
