sex_of_child,value,age_group_id,exposure,location,draw
Female,2.3483527230564514,2,40.0,ethiopia,draw_150
Male,2.6816374451659297,2,40.0,ethiopia,draw_150
Female,2.076937671409283,3,40.0,ethiopia,draw_150
Male,2.2134645492618996,3,40.0,ethiopia,draw_150
Female,2.3442251816148874,2,40.11011,ethiopia,draw_150
Male,2.6759743667800473,2,40.11011,ethiopia,draw_150
Female,2.0741725554421695,3,40.11011,ethiopia,draw_150
Male,2.2101073176382804,3,40.11011,ethiopia,draw_150
Female,2.340109053070428,2,40.22022,ethiopia,draw_150
Male,2.670329012476737,2,40.22022,ethiopia,draw_150
Female,2.0714132316209395,3,40.22022,ethiopia,draw_150
Male,2.2067584083537537,3,40.22022,ethiopia,draw_150
Female,2.3360050168307644,2,40.33033,ethiopia,draw_150
Male,2.6647014834314686,2,40.33033,ethiopia,draw_150
Female,2.068660077625471,3,40.33033,ethiopia,draw_150
Male,2.2034177409961666,3,40.33033,ethiopia,draw_150
Female,2.3319132713855404,2,40.44044,ethiopia,draw_150
Male,2.659090513044738,2,40.44044,ethiopia,draw_150
Female,2.0659131122867014,3,40.44044,ethiopia,draw_150
Male,2.2000847809866824,3,40.44044,ethiopia,draw_150
Female,2.327833193331745,2,40.55055,ethiopia,draw_150
Male,2.6534976396864542,2,40.55055,ethiopia,draw_150
Female,2.063172196793381,3,40.55055,ethiopia,draw_150
Male,2.196759777880543,3,40.55055,ethiopia,draw_150
Female,2.3237632001773973,2,40.66066,ethiopia,draw_150
Male,2.64792126581418,2,40.66066,ethiopia,draw_150
Female,2.060436285211777,3,40.66066,ethiopia,draw_150
Male,2.1934413569520514,3,40.66066,ethiopia,draw_150
Female,2.3197050957975254,2,40.77077,ethiopia,draw_150
Male,2.642360213173858,2,40.77077,ethiopia,draw_150
Female,2.0577064688555597,3,40.77077,ethiopia,draw_150
Male,2.190129914533968,3,40.77077,ethiopia,draw_150
Female,2.315660260802592,2,40.88088,ethiopia,draw_150
Male,2.6368146636571703,2,40.88088,ethiopia,draw_150
Female,2.054983017524809,3,40.88088,ethiopia,draw_150
Male,2.18682493281548,3,40.88088,ethiopia,draw_150
Female,2.3116283383277625,2,40.99099,ethiopia,draw_150
Male,2.631281698842321,2,40.99099,ethiopia,draw_150
Female,2.0522661253632664,3,40.99099,ethiopia,draw_150
Male,2.1835263557963085,3,40.99099,ethiopia,draw_150
Female,2.307608573699231,2,41.1011,ethiopia,draw_150
Male,2.6257651121294896,2,41.1011,ethiopia,draw_150
Female,2.049556143653967,3,41.1011,ethiopia,draw_150
