sex_of_child,value,age_group_id,exposure,location,draw
Female,2.1885646060621053,2,40.0,ethiopia,draw_71
Male,2.4686933914149725,2,40.0,ethiopia,draw_71
Female,1.9008863329561656,3,40.0,ethiopia,draw_71
Male,2.0033417409054315,3,40.0,ethiopia,draw_71
Female,2.1842961874247795,2,40.11011,ethiopia,draw_71
Male,2.4641706462128528,2,40.11011,ethiopia,draw_71
Female,1.8982508893204846,3,40.11011,ethiopia,draw_71
Male,2.000799350362811,3,40.11011,ethiopia,draw_71
Female,2.180040791511798,2,40.22022,ethiopia,draw_71
Male,2.4596598962454643,2,40.22022,ethiopia,draw_71
Female,1.8956211190468442,3,40.22022,ethiopia,draw_71
Male,1.9982617507300013,3,40.22022,ethiopia,draw_71
Female,2.1757978164410203,2,40.33033,ethiopia,draw_71
Male,2.4551602377948503,2,40.33033,ethiopia,draw_71
Female,1.8929969199415726,3,40.33033,ethiopia,draw_71
Male,1.9957287161134711,3,40.33033,ethiopia,draw_71
Female,2.171566762898302,2,40.44044,ethiopia,draw_71
Male,2.450673650096639,2,40.44044,ethiopia,draw_71
Female,1.890377993578085,3,40.44044,ethiopia,draw_71
Male,1.9932008035099005,3,40.44044,ethiopia,draw_71
Female,2.1673488170757667,2,40.55055,ethiopia,draw_71
Male,2.4461992110246613,2,40.55055,ethiopia,draw_71
Female,1.887765309356357,3,40.55055,ethiopia,draw_71
Male,1.9906776833600304,3,40.55055,ethiopia,draw_71
Female,2.1631432649777307,2,40.66066,ethiopia,draw_71
Male,2.4417364555557133,2,40.66066,ethiopia,draw_71
Female,1.885157709015811,3,40.66066,ethiopia,draw_71
Male,1.988159032611796,3,40.66066,ethiopia,draw_71
Female,2.1589496859667965,2,40.77077,ethiopia,draw_71
Male,2.4372836758595318,2,40.77077,ethiopia,draw_71
Female,1.8825550122727053,3,40.77077,ethiopia,draw_71
Male,1.985644484741363,3,40.77077,ethiopia,draw_71
Female,2.154768253580073,2,40.88088,ethiopia,draw_71
Male,2.4328438362373475,2,40.88088,ethiopia,draw_71
Female,1.8799575196364542,3,40.88088,ethiopia,draw_71
Male,1.9831350739166624,3,40.88088,ethiopia,draw_71
Female,2.1505997654276228,2,40.99099,ethiopia,draw_71
Male,2.4284151990191494,2,40.99099,ethiopia,draw_71
Female,1.8773659171862715,3,40.99099,ethiopia,draw_71
Male,1.9806304667048211,3,40.99099,ethiopia,draw_71
Female,2.146443482205965,2,41.1011,ethiopia,draw_71
Male,2.4239974255395484,2,41.1011,ethiopia,draw_71
Female,1.8747795577237925,3,41.1011,ethiopia,draw_71
Male,1.9781303614255994,3,41.1011,ethiopia,draw_71
Female,2.14229965806166,2,41.21121,ethiopia,draw_71
Male,2.4195911794879583,2,41.21121,ethiopia,draw_71
Female,1.8721984337522122,3,41.21121,ethiopia,draw_71
Male,1.9756349139642966,3,41.21121,ethiopia,draw_71
Female,2.1381688060910196,2,41.32132,ethiopia,draw_71
Male,2.4151969149420798,2,41.32132,ethiopia,draw_71
Female,1.8696231335409934,3,41.32132,ethiopia,draw_71
Male,1.9731443969520663,3,41.32132,ethiopia,draw_71
Female,2.134049802723651,2,41.43143,ethiopia,draw_71
Male,2.410814004924151,2,41.43143,ethiopia,draw_71
Female,1.8670528122388281,3,41.43143,ethiopia,draw_71
Male,1.9706586706112814,3,41.43143,ethiopia,draw_71
Female,2.129943404909185,2,41.54154,ethiopia,draw_71
Male,2.4064420884812185,2,41.54154,ethiopia,draw_71
Female,1.8644883753134143,3,41.54154,ethiopia,draw_71
Male,1.9681774725316425,3,41.54154,ethiopia,draw_71
Female,2.1258490273909842,2,41.65165,ethiopia,draw_71
Male,2.4020816943706,2,41.65165,ethiopia,draw_71
Female,1.8619291028072054,3,41.65165,ethiopia,draw_71
Male,1.9657008416866912,3,41.65165,ethiopia,draw_71
Female,2.121766798605068,2,41.76176,ethiopia,draw_71
Male,2.3977315723585915,2,41.76176,ethiopia,draw_71
Female,1.8593757051181268,3,41.76176,ethiopia,draw_71
Male,1.963228486909586,3,41.76176,ethiopia,draw_71
Female,2.117696734806619,2,41.87187,ethiopia,draw_71
Male,2.3933923746496055,2,41.87187,ethiopia,draw_71
Female,1.856827671833275,3,41.87187,ethiopia,draw_71
Male,1.9607605925852867,3,41.87187,ethiopia,draw_71
Female,2.1136387443460065,2,41.98198,ethiopia,draw_71
Male,2.389065430391229,2,41.98198,ethiopia,draw_71
Female,1.8542846019451473,3,41.98198,ethiopia,draw_71
Male,1.958297733216364,3,41.98198,ethiopia,draw_71
Female,2.109593202210505,2,42.09209,ethiopia,draw_71
Male,2.384749343183674,2,42.09209,ethiopia,draw_71
Female,1.8517468955533485,3,42.09209,ethiopia,draw_71
Male,1.9558394385477371,3,42.09209,ethiopia,draw_71
Female,2.105560111309381,2,42.2022,ethiopia,draw_71
Male,2.380307138654932,2,42.2022,ethiopia,draw_71
Female,1.8492144324413307,3,42.2022,ethiopia,draw_71
Male,1.953305404967849,3,42.2022,ethiopia,draw_71
Female,2.101538610270507,2,42.31231,ethiopia,draw_71
Male,2.375350116451986,2,42.31231,ethiopia,draw_71
Female,1.8466870938323858,3,42.31231,ethiopia,draw_71
Male,1.950466720780087,3,42.31231,ethiopia,draw_71
Female,2.0975292837416437,2,42.42242,ethiopia,draw_71
Male,2.3704082940782154,2,42.42242,ethiopia,draw_71
Female,1.844164799738956,3,42.42242,ethiopia,draw_71
Male,1.9476343259304114,3,42.42242,ethiopia,draw_71
Female,2.0935321477977316,2,42.53253,ethiopia,draw_71
Male,2.3654826433784497,2,42.53253,ethiopia,draw_71
Female,1.8416477460824556,3,42.53253,ethiopia,draw_71
Male,1.9448085594986562,3,42.53253,ethiopia,draw_71
Female,2.089547190637564,2,42.64264,ethiopia,draw_71
Male,2.3605715277631947,2,42.64264,ethiopia,draw_71
Female,1.8391363467298187,3,42.64264,ethiopia,draw_71
Male,1.9419890581857797,3,42.64264,ethiopia,draw_71
Female,2.085573930061664,2,42.75275,ethiopia,draw_71
Male,2.355675715758411,2,42.75275,ethiopia,draw_71
Female,1.8366302090429427,3,42.75275,ethiopia,draw_71
Male,1.9391759188248543,3,42.75275,ethiopia,draw_71
Female,2.0816119936790787,2,42.86286,ethiopia,draw_71
Male,2.3507940136227665,2,42.86286,ethiopia,draw_71
Female,1.834129187581853,3,42.86286,ethiopia,draw_71
Male,1.9363687676680477,3,42.86286,ethiopia,draw_71
Female,2.0776616610858922,2,42.97297,ethiopia,draw_71
Male,2.3459274197856352,2,42.97297,ethiopia,draw_71
Female,1.831633369559253,3,42.97297,ethiopia,draw_71
Male,1.9335678154669178,3,42.97297,ethiopia,draw_71
Female,2.0737233396714334,2,43.08308,ethiopia,draw_71
Male,2.3410755279104203,2,43.08308,ethiopia,draw_71
Female,1.8291429453442871,3,43.08308,ethiopia,draw_71
Male,1.9307729431050753,3,43.08308,ethiopia,draw_71
Female,2.0697966435265958,2,43.19319,ethiopia,draw_71
Male,2.336237709604795,2,43.19319,ethiopia,draw_71
Female,1.8266576035291855,3,43.19319,ethiopia,draw_71
Male,1.9279838556511146,3,43.19319,ethiopia,draw_71
Female,2.06588177328806,2,43.3033,ethiopia,draw_71
Male,2.3314135691556483,2,43.3033,ethiopia,draw_71
Female,1.8241775080249971,3,43.3033,ethiopia,draw_71
Male,1.9252004143469847,3,43.3033,ethiopia,draw_71
Female,2.061978769713996,2,43.41341,ethiopia,draw_71
Male,2.3266056064116536,2,43.41341,ethiopia,draw_71
Female,1.8217027540386963,3,43.41341,ethiopia,draw_71
Male,1.9224237056042062,3,43.41341,ethiopia,draw_71
Female,2.058086685846103,2,43.52352,ethiopia,draw_71
Male,2.3218127581089325,2,43.52352,ethiopia,draw_71
Female,1.8192331066610354,3,43.52352,ethiopia,draw_71
Male,1.9196533900857815,3,43.52352,ethiopia,draw_71
Female,2.0542065960303253,2,43.63363,ethiopia,draw_71
Male,2.317035434391631,2,43.63363,ethiopia,draw_71
Female,1.8167691672930264,3,43.63363,ethiopia,draw_71
Male,1.9168894048885985,3,43.63363,ethiopia,draw_71
Female,2.0503384813128642,2,43.74374,ethiopia,draw_71
Male,2.312271716432481,2,43.74374,ethiopia,draw_71
Female,1.81431077582703,3,43.74374,ethiopia,draw_71
Male,1.9141310871988821,3,43.74374,ethiopia,draw_71
Female,2.0464817574149565,2,43.85385,ethiopia,draw_71
Male,2.3075223407723664,2,43.85385,ethiopia,draw_71
Female,1.8118571644586074,3,43.85385,ethiopia,draw_71
Male,1.9113788885131267,3,43.85385,ethiopia,draw_71
Female,2.0426371060465742,2,43.96396,ethiopia,draw_71
Male,2.3027881670676504,2,43.96396,ethiopia,draw_71
Female,1.8094092770921635,3,43.96396,ethiopia,draw_71
Male,1.9086328766550693,3,43.96396,ethiopia,draw_71
Female,2.0388032172280317,2,44.07407,ethiopia,draw_71
Male,2.2980674094261713,2,44.07407,ethiopia,draw_71
Female,1.8069663178163273,3,44.07407,ethiopia,draw_71
Male,1.9058925417023502,3,44.07407,ethiopia,draw_71
Female,2.034980952276181,2,44.18418,ethiopia,draw_71
Male,2.2933609765510705,2,44.18418,ethiopia,draw_71
Female,1.804528274776927,3,44.18418,ethiopia,draw_71
Male,1.9031581678655713,3,44.18418,ethiopia,draw_71
Female,2.0311707943275854,2,44.29429,ethiopia,draw_71
Male,2.2886684094220846,2,44.29429,ethiopia,draw_71
Female,1.8020956293776687,3,44.29429,ethiopia,draw_71
Male,1.90042969882666,3,44.29429,ethiopia,draw_71
Female,2.027372109571212,2,44.4044,ethiopia,draw_71
Male,2.283989755644333,2,44.4044,ethiopia,draw_71
Female,1.7996682091837835,3,44.4044,ethiopia,draw_71
Male,1.8977072027714834,3,44.4044,ethiopia,draw_71
Female,2.0235853169573432,2,44.51451,ethiopia,draw_71
Male,2.279326590270999,2,44.51451,ethiopia,draw_71
Female,1.7972461083516067,3,44.51451,ethiopia,draw_71
Male,1.894990736193707,3,44.51451,ethiopia,draw_71
Female,2.019809871083837,2,44.62462,ethiopia,draw_71
Male,2.274676831372685,2,44.62462,ethiopia,draw_71
Female,1.7948289849085928,3,44.62462,ethiopia,draw_71
Male,1.8922798386884918,3,44.62462,ethiopia,draw_71
Female,2.0160464548351387,2,44.73473,ethiopia,draw_71
Male,2.270040990396291,2,44.73473,ethiopia,draw_71
Female,1.7924173367012246,3,44.73473,ethiopia,draw_71
Male,1.8895749650212552,3,44.73473,ethiopia,draw_71
Female,2.012294326160347,2,44.84484,ethiopia,draw_71
Male,2.2654207457359403,2,44.84484,ethiopia,draw_71
Female,1.7900104855001817,3,44.84484,ethiopia,draw_71
Male,1.8868765958283156,3,44.84484,ethiopia,draw_71
Female,2.0085533761465078,2,44.95495,ethiopia,draw_71
Male,2.2608130793649766,2,44.95495,ethiopia,draw_71
Female,1.7876087892385906,3,44.95495,ethiopia,draw_71
Male,1.8841837864906579,3,44.95495,ethiopia,draw_71
Female,2.004823142956405,2,45.06507,ethiopia,draw_71
Male,2.2562197918419384,2,45.06507,ethiopia,draw_71
Female,1.7852120594161183,3,45.06507,ethiopia,draw_71
Male,1.881496822013264,3,45.06507,ethiopia,draw_71
Female,2.001104299330457,2,45.17518,ethiopia,draw_71
Male,2.251640314045415,2,45.17518,ethiopia,draw_71
Female,1.782820086765557,3,45.17518,ethiopia,draw_71
Male,1.878815579569152,3,45.17518,ethiopia,draw_71
Female,1.9973971334706777,2,45.28529,ethiopia,draw_71
Male,2.2470759906853544,2,45.28529,ethiopia,draw_71
Female,1.7804336806936056,3,45.28529,ethiopia,draw_71
Male,1.8761405327316645,3,45.28529,ethiopia,draw_71
Female,1.9937009555491598,2,45.3954,ethiopia,draw_71
Male,2.2425242420254063,2,45.3954,ethiopia,draw_71
Female,1.778051900094139,3,45.3954,ethiopia,draw_71
Male,1.873471106180544,3,45.3954,ethiopia,draw_71
Female,1.9900159431177178,2,45.50551,ethiopia,draw_71
Male,2.2379866725807576,2,45.50551,ethiopia,draw_71
Female,1.7756747916590796,3,45.50551,ethiopia,draw_71
Male,1.8708074535150865,3,45.50551,ethiopia,draw_71
Female,1.9863420343205611,2,45.61562,ethiopia,draw_71
Male,2.2334623976001393,2,45.61562,ethiopia,draw_71
Female,1.7733027196939346,3,45.61562,ethiopia,draw_71
Male,1.868149511795467,3,45.61562,ethiopia,draw_71
Female,1.9826795940062583,2,45.72573,ethiopia,draw_71
Male,2.2289522705349656,2,45.72573,ethiopia,draw_71
Female,1.770935964992998,3,45.72573,ethiopia,draw_71
Male,1.8654975029373309,3,45.72573,ethiopia,draw_71
Female,1.9790280881206168,2,45.83584,ethiopia,draw_71
Male,2.2244550621867227,2,45.83584,ethiopia,draw_71
Female,1.768574187565338,3,45.83584,ethiopia,draw_71
Male,1.8628508709237526,3,45.83584,ethiopia,draw_71
Female,1.9753876868400286,2,45.94595,ethiopia,draw_71
Male,2.2199723277196575,2,45.94595,ethiopia,draw_71
Female,1.766217560850572,3,45.94595,ethiopia,draw_71
Male,1.8602103959382317,3,45.94595,ethiopia,draw_71
Female,1.9717587021037062,2,46.05606,ethiopia,draw_71
Male,2.2155035413075117,2,46.05606,ethiopia,draw_71
Female,1.7638662584180376,3,46.05606,ethiopia,draw_71
Male,1.857575968576323,3,46.05606,ethiopia,draw_71
Female,1.9681410518724247,2,46.16617,ethiopia,draw_71
Male,2.2110472125798517,2,46.16617,ethiopia,draw_71
Female,1.7615201742418707,3,46.16617,ethiopia,draw_71
Male,1.8549469338382627,3,46.16617,ethiopia,draw_71
Female,1.9645335613360817,2,46.27628,ethiopia,draw_71
Male,2.2066041995768617,2,46.27628,ethiopia,draw_71
Female,1.7591785422676343,3,46.27628,ethiopia,draw_71
Male,1.8523236929143767,3,46.27628,ethiopia,draw_71
Female,1.9609360476258653,2,46.38639,ethiopia,draw_71
Male,2.202174550544957,2,46.38639,ethiopia,draw_71
Female,1.7568413416317352,3,46.38639,ethiopia,draw_71
Male,1.8497062290171127,3,46.38639,ethiopia,draw_71
Female,1.9573496403537447,2,46.4965,ethiopia,draw_71
