sex_of_child,value,age_group_id,exposure,location,draw
Female,2.448821096351044,2,40.0,ethiopia,draw_170
Male,2.6837460469476357,2,40.0,ethiopia,draw_170
Female,2.1328011092278807,3,40.0,ethiopia,draw_170
Male,2.2265345628455826,3,40.0,ethiopia,draw_170
Female,2.444205448927361,2,40.11011,ethiopia,draw_170
Male,2.6780443624826873,2,40.11011,ethiopia,draw_170
Female,2.1299916760685194,3,40.11011,ethiopia,draw_170
Male,2.223104900441876,3,40.11011,ethiopia,draw_170
Female,2.4396026572028635,2,40.22022,ethiopia,draw_170
Male,2.672358109401869,2,40.22022,ethiopia,draw_170
Female,2.1271877133335937,3,40.22022,ethiopia,draw_170
Male,2.2196822538582577,3,40.22022,ethiopia,draw_170
Female,2.435013182474375,2,40.33033,ethiopia,draw_170
Male,2.666688416063301,2,40.33033,ethiopia,draw_170
Female,2.1243894863938633,3,40.33033,ethiopia,draw_170
Male,2.216266929344813,3,40.33033,ethiopia,draw_170
Female,2.4304358379615216,2,40.44044,ethiopia,draw_170
Male,2.661035901222885,2,40.44044,ethiopia,draw_170
Female,2.121595826166409,3,40.44044,ethiopia,draw_170
Male,2.2128593273358135,3,40.44044,ethiopia,draw_170
Female,2.425872822467458,2,40.55055,ethiopia,draw_170
Male,2.6553989756501455,2,40.55055,ethiopia,draw_170
Female,2.1188082751284365,3,40.55055,ethiopia,draw_170
Male,2.2094588237924158,3,40.55055,ethiopia,draw_170
Female,2.4213219718605026,2,40.66066,ethiopia,draw_170
Male,2.649778008502385,2,40.66066,ethiopia,draw_170
Female,2.1160256015780683,3,40.66066,ethiopia,draw_170
Male,2.206065673030429,3,40.66066,ethiopia,draw_170
Female,2.4167832668970566,2,40.77077,ethiopia,draw_170
Male,2.6441739902889685,2,40.77077,ethiopia,draw_170
Female,2.113247990703544,3,40.77077,ethiopia,draw_170
Male,2.2026801614041265,3,40.77077,ethiopia,draw_170
Female,2.412256929010417,2,40.88088,ethiopia,draw_170
Male,2.638586088955382,2,40.88088,ethiopia,draw_170
Female,2.110475416606556,3,40.88088,ethiopia,draw_170
Male,2.1993019219793943,3,40.88088,ethiopia,draw_170
Female,2.4077437812656157,2,40.99099,ethiopia,draw_170
Male,2.6330142188917507,2,40.99099,ethiopia,draw_170
Female,2.1077083080445482,3,40.99099,ethiopia,draw_170
Male,2.1959310740857116,3,40.99099,ethiopia,draw_170
Female,2.403243300142118,2,41.1011,ethiopia,draw_170
Male,2.6274579600096044,2,41.1011,ethiopia,draw_170
Female,2.104946374956791,3,41.1011,ethiopia,draw_170
Male,2.192567551169916,3,41.1011,ethiopia,draw_170
Female,2.3987563515836485,2,41.21121,ethiopia,draw_170
Male,2.621917923113095,2,41.21121,ethiopia,draw_170
Female,2.1021901939770746,3,41.21121,ethiopia,draw_170
Male,2.189211598245532,3,41.21121,ethiopia,draw_170
Female,2.3942815335212795,2,41.32132,ethiopia,draw_170
Male,2.616393846940698,2,41.32132,ethiopia,draw_170
Female,2.0994388520513794,3,41.32132,ethiopia,draw_170
Male,2.1858629718699536,3,41.32132,ethiopia,draw_170
Female,2.3898191546428698,2,41.43143,ethiopia,draw_170
Male,2.6108853136010066,2,41.43143,ethiopia,draw_170
Female,2.0966926226535283,3,41.43143,ethiopia,draw_170
Male,2.1825215298132647,3,41.43143,ethiopia,draw_170
Female,2.385369927180344,2,41.54154,ethiopia,draw_170
Male,2.605392134137545,2,41.54154,ethiopia,draw_170
Female,2.0939521152799516,3,41.54154,ethiopia,draw_170
Male,2.179187219472948,3,41.54154,ethiopia,draw_170
Female,2.380933258293602,2,41.65165,ethiopia,draw_170
Male,2.599915913817927,2,41.65165,ethiopia,draw_170
Female,2.091216811371603,3,41.65165,ethiopia,draw_170
Male,2.175860959806856,3,41.65165,ethiopia,draw_170
Female,2.3765093882737665,2,41.76176,ethiopia,draw_170
Male,2.5944552225959727,2,41.76176,ethiopia,draw_170
Female,2.088486752933637,3,41.76176,ethiopia,draw_170
Male,2.1725416869973926,3,41.76176,ethiopia,draw_170
Female,2.372097110784382,2,41.87187,ethiopia,draw_170
Male,2.589010110837709,2,41.87187,ethiopia,draw_170
Female,2.0857613667849124,3,41.87187,ethiopia,draw_170
Male,2.1692295350053046,3,41.87187,ethiopia,draw_170
Female,2.367697188170559,2,41.98198,ethiopia,draw_170
Male,2.5835805832429424,2,41.98198,ethiopia,draw_170
Female,2.083041334006878,3,41.98198,ethiopia,draw_170
Male,2.165924286172079,3,41.98198,ethiopia,draw_170
Female,2.3633101290869543,2,42.09209,ethiopia,draw_170
Male,2.57816541615068,2,42.09209,ethiopia,draw_170
Female,2.080326885025841,3,42.09209,ethiopia,draw_170
Male,2.1626253055121767,3,42.09209,ethiopia,draw_170
Female,2.358934758957029,2,42.2022,ethiopia,draw_170
Male,2.5727676673816005,2,42.2022,ethiopia,draw_170
Female,2.077616977521726,3,42.2022,ethiopia,draw_170
Male,2.1593342662203976,3,42.2022,ethiopia,draw_170
Female,2.3545717289324672,2,42.31231,ethiopia,draw_170
Male,2.567384149564503,2,42.31231,ethiopia,draw_170
Female,2.074912366501331,3,42.31231,ethiopia,draw_170
Male,2.1560494376056494,3,42.31231,ethiopia,draw_170
Female,2.350222187459708,2,42.42242,ethiopia,draw_170
Male,2.5620166714687573,2,42.42242,ethiopia,draw_170
Female,2.0722134709549507,3,42.42242,ethiopia,draw_170
Male,2.1527717254166845,3,42.42242,ethiopia,draw_170
Female,2.3458850493815495,2,42.53253,ethiopia,draw_170
Male,2.5566651718619333,2,42.53253,ethiopia,draw_170
Female,2.0695193816679063,3,42.53253,ethiopia,draw_170
