sex_of_child,value,age_group_id,exposure,location,draw
Female,2.2033116449531662,2,40.0,ethiopia,draw_79
Male,2.380958049392967,2,40.0,ethiopia,draw_79
Female,1.9743300500028265,3,40.0,ethiopia,draw_79
Male,2.0174212303719714,3,40.0,ethiopia,draw_79
Female,2.198848294532597,2,40.11011,ethiopia,draw_79
Male,2.376654410878005,2,40.11011,ethiopia,draw_79
Female,1.97142255487402,3,40.11011,ethiopia,draw_79
Male,2.014709740564521,3,40.11011,ethiopia,draw_79
Female,2.194399437371438,2,40.22022,ethiopia,draw_79
Male,2.3723611188035845,2,40.22022,ethiopia,draw_79
Female,1.9685215193954027,3,40.22022,ethiopia,draw_79
Male,2.01200340446626,3,40.22022,ethiopia,draw_79
Female,2.1899648468556836,2,40.33033,ethiopia,draw_79
Male,2.3680794987394718,2,40.33033,ethiopia,draw_79
Female,1.9656268616170907,3,40.33033,ethiopia,draw_79
Male,2.0093027785784545,3,40.33033,ethiopia,draw_79
Female,2.185545512888216,2,40.44044,ethiopia,draw_79
Male,2.363808342643939,2,40.44044,ethiopia,draw_79
Female,1.9627389725875963,3,40.44044,ethiopia,draw_79
Male,2.006607088474612,3,40.44044,ethiopia,draw_79
Female,2.181139701490257,2,40.55055,ethiopia,draw_79
Male,2.359547473656116,2,40.55055,ethiopia,draw_79
Female,1.959857088916893,3,40.55055,ethiopia,draw_79
Male,2.00391662471971,3,40.55055,ethiopia,draw_79
Female,2.176747611172769,2,40.66066,ethiopia,draw_79
Male,2.355298684838641,2,40.66066,ethiopia,draw_79
Female,1.9569812575257888,3,40.66066,ethiopia,draw_79
Male,2.0012323256887568,3,40.66066,ethiopia,draw_79
Female,2.172371013724847,2,40.77077,ethiopia,draw_79
Male,2.3510608247239047,2,40.77077,ethiopia,draw_79
Female,1.954112424740574,3,40.77077,ethiopia,draw_79
Male,1.9985532896615366,3,40.77077,ethiopia,draw_79
Female,2.1680074023577802,2,40.88088,ethiopia,draw_79
Male,2.346833635036351,2,40.88088,ethiopia,draw_79
Female,1.9512495329508501,3,40.88088,ethiopia,draw_79
Male,1.9958795265031524,3,40.88088,ethiopia,draw_79
Female,2.1636566439697287,2,40.99099,ethiopia,draw_79
Male,2.3426171706631016,2,40.99099,ethiopia,draw_79
Female,1.9483923490221209,3,40.99099,ethiopia,draw_79
Male,1.9932109716879682,3,40.99099,ethiopia,draw_79
Female,2.159320318556645,2,41.1011,ethiopia,draw_79
Male,2.3384138503714866,2,41.1011,ethiopia,draw_79
Female,1.9455416871861149,3,41.1011,ethiopia,draw_79
Male,1.9905485475259992,3,41.1011,ethiopia,draw_79
Female,2.1549978083887895,2,41.21121,ethiopia,draw_79
Male,2.3342196628318472,2,41.21121,ethiopia,draw_79
Female,1.9426973188438854,3,41.21121,ethiopia,draw_79
Male,1.9878906425214395,3,41.21121,ethiopia,draw_79
Female,2.1506896671945817,2,41.32132,ethiopia,draw_79
Male,2.330037559585217,2,41.32132,ethiopia,draw_79
Female,1.9398594905994049,3,41.32132,ethiopia,draw_79
Male,1.9852386306694751,3,41.32132,ethiopia,draw_79
Female,2.1463950375520455,2,41.43143,ethiopia,draw_79
